p
-6599.97
-6308.69
-8018.04
-9264.1
-6792.45
-6494.41
-6907.88
-3877.47
-3218.29
-3342.17
-3244.99
-3255.3
-3358.16
-3543
-3469.46
-3538.21
-3186.91
-3648.85
-3656.91
-3662.82
-3594.95
-6522.94
-3188.97
-3646.76
-6617.96
-3611.25
-3525.55
-3191.77
-8554.06
-7877.88
-6454.97
-9686.76
-8976.32
-5400.56
-6344.32
-5994.02
-3532.7
-7862.84
-6839.66
-9065.78
-7607.63
-7016.14
-4862.69
-5104.07
-6090.74
-6045.16
-7562.95
-7021.1
-3280.79
-3182.88
-3414.93
-9019.13
-9373.68
-8281.08
-9664.56
-9635.24
-3553.33
-9348.6
-9054.19
-7766.62
-8188.07
-7956.04
-7883.61
-7720.14
-3160.98
-4970.25
-3420.27
-5839.39
-4708.62
-6653.37
-8908.46
-13061.3
-10805.3
-6930.85
-6847.43
-3675.28
-3362.9
-3371.34
-3447.37
-3579.77
-3542.32
-3393.69
-3357.72
-3567.55
-3555.52
-5647.05
-5539.54
-3266.77
-6087.26
-5954.74
-5461.34
-6010.53
-3282.38
-4965.62
-3603.12
-3580.13
-3355.73
-3253.66
-3511.45
-5856.89
-5443.99
-4953.87
-4739.96
-6498.97
-3382.83
-5163.77
-4277.29
-5642.83
-3877.86
-3575.29
-5566.85
-4762.1
-5677.01
-4866.97
-4379.9
-5052.28
-3753.92
-3464.96
-3183.97
-5852.15
-5663.29
-4796.92
-5346.92
-4392.73
-3518.63
-3236.2
-3255.99
-5227.27
-5113.76
-3162.43
-3248.3
-3489.67
-3159.18
-5110.71
-5198.72
-4491.41
-4060.51
-4295.28
-3906.61
-3628.7
-4533.69
-4800.95
-5393.07
-5323.64
-4539.06
-3700.71
-3601.4
-5964.56
-3309.68
-4275.1
-5328.14
-3891.79
-3788.4
-3250.89
-3524.64
-3324.07
-3218.74
-5092.04
-5353.83
-5459.2
-5312.57
-4319.37
-4164.65
-4057.5
-3966.3
-3226.08
-4304.46
-4920.12
-5483.51
-5231.87
-5397.11
-5120.65
-3965.91
-3575.3
-3161.38
-3449.43
-3482.84
-3341.61
-3281.39
-3206.24
-3219.84
-3164.09
-3295.43
-7197.15
-6923.63
-6804.39
-6740.66
-6583.7
-6784.2
-3144.34
-6590.84
-4202.23
-3465.27
-3251.43
-6716.43
-3315.77
-5923.47
-5966.75
-6551.12
-5988.23
-3217.45
-3519.74
-3562.55
-3422.08
-3465.67
-4758.78
-5355.5
-4262.22
-3515.05
-3599.76
-3292.86
-4426.24
-5067.5
-3869.15
-4233.42
-5369.74
-5448.51
-4940.79
-4046.52
-3561.27
-3166.76
-5066.82
-4349.23
-5524.81
-7810.81
-5819.27
-6914.54
-7029.36
-7856.24
-8113.53
-3159.25
-6647.33
-9475.72
-4225.33
-3363.7
-3619.35
-3239.97
-5952.34
-3320.06
-3201.07
-5060.31
-5171.99
-3801.43
-4827.33
-6081.75
-3332.39
-3489.08
-3286.38
-4813.15
-5382.58
-3840.28
-4094.63
-3548.46
-3587.32
-4615.04
-5466.68
-5256.98
-4046.2
-3924.45
-4137.03
-3255.74
-3417.94
-3150.64
-4860.18
-5138.2
-3503.23
-3579.97
-5718.69
-3297.02
-3298.01
-5306.54
-4860.74
-3392.84
-3509.97
-3277.34
-3355.52
-3602
-2431.73
-8972.34
-3584.58
-3205.76
-6312.77
-3204.66
-6344.32
-4683.88
-5072.8
-6296.09
-8941.62
-3418.31
-5617.33
-6572.76
-6352.8
-5004.89
-3360.22
-5003.81
-3424.94
-3579.53
-3324.74
-3222.11
-6497.05
-6552.33
-6244.57
-5834.78
-4067.18
-6599.77
-3238.87
-3540.6
-5369.97
-4446.13
-7575.14
-3851.96
-6582.85
-5677.01
-5308.49
-6553.27
-6494.41
-3460.27
-6422.63
-6285.8
-5504.2
-3494.35
-6264.33
-6875.43
-3403.72
-6759.36
-6434.04
-6024.06
-6200.61
-6653.34
-5764.05
-3633.43
-6365.51
-6519.56
-3221.26
-3229.92
-6854.71
-6330.14
-6637.28
-13503.4
-13718.9
-14609.2
-14307.6
-13469.9
-13000.1
-11212.6
-12398.7
-13504.9
-13993.6
-11347.9
-12174.3
-12098.3
-15700.2
-14881.5
-15089.8
-15690.5
-15672.2
-15829.2
-15524.9
-14489
-14688.3
-14993.8
-15360
-15321
-10295.4
-9220.97
-24853
-24320.5
-25669.4
-10029
-11803.5
-13701.9
-12860.1
-12599.2
-12083.8
-12320.7
-23585.9
-25847.2
-12816.3
-12792.2
-12919.5
-9242.05
-8929.83
-7769.61
-8431.63
-14062.9
-14047.7
-13014.3
-12895.7
-11635.3
-12376
-13256.8
-10986.4
-15353.7
-15371
-15271.3
-15670.1
-15906.2
-15940.2
-14014.5
-14285.6
-13638.5
-15054.9
-15393.7
-13201.5
-13070.6
-12118
-12425.5
-15342.6
-18712
-17496.9
-12770.5
-13035.3
-12202.1
-12509.9
-10889.9
-11377.8
-11853.2
-8589.59
-6817.64
-6700.88
-12902.2
-13166.3
-13002.4
-16097.2
-16711.9
-12944.8
-12445.4
-7982.9
-12818.2
-9587.3
-14204.7
-12467
-13241.4
-13160.8
-21923.4
-13554.7
-13701.5
-13290.9
-12902.7
-11325.8
-13760.4
-14579.3
-12532.4
-14208.5
-12210.9
-12495.1
-15643.8
-15641.6
-15677.2
-14626.7
-14685.5
-15425.3
-9493.96
-30713.6
-30868.7
-30563.4
-31782.6
-10687.2
-10835.1
-11462
-13713.4
-12373.1
-12455.7
-24426.3
-27493.7
-30962.8
-12778.9
-12975.8
-8981.55
-9402.26
-8637.73
-7386.2
-8337.78
-13707.4
-12742.9
-12690.3
-11443.2
-11452.7
-15448.2
-15860.7
-15722.2
-14096.2
-13579.1
-15008.8
-12594.3
-11996.1
-13774.2
-18483.8
-12754
-12685.4
-11153.3
-11839.3
-7371.52
-6887.71
-18284.4
-21874.8
-12829
-13215
-15082.3
-13217.5
-14222.5
-11629.5
-13298
-11069.6
-14781
-15128.7
-19574.8
-12954.9
-13789.5
-12502.5
-14431.7
-11428.3
-10957.4
-14734.4
-13178.1
-10241.7
-10924.8
-18114.9
-11728.8
-10790
-12887.8
-12880.2
-13220.3
-14163.8
-12782.6
-11852.7
-9536.69
-9861.54
-11515.1
-12091.1
-12577.1
-13225.8
-11555.1
-13758
-11608
-14343.6
-14132.5
-10375.8
-13195.7
-12670
-12727.9
-12814.4
-12493
-12459.8
-13513.4
-16530
-12842.5
-12341.5
-12156.2
-12393.9
-12627.9
-12754.6
-12316
-12066.4
-11110.1
-11190
-15859.4
-10015.5
-25853.8
-12528
-26311.4
-8604.18
-14099.4
-10959.1
-15928.3
-15421.3
-18932
-7315.75
-12466
-11645.6
-19183.7
-13362.8
-13358.2
-14521.7
-12634.9
-14503.3
-10687.2
-18577
-10053.6
-12686.6
-13312.8
-9037.28
-13962
-15613.2
-10298.6
-11477.9
-12727.5
-15187.2
-10676
-15331.7
-13668
-8213.5
-11725.1
-14242.9
-20252.6
-14487.7
-11928.2
-14689.4
-14329.4
-14790.4
-20927.4
-15215.4
-13953.4
-12826.6
-11235.8
-14649.5
-13108.2
-12440.4
-10258.7
-12160.9
-10809
-12931.2
-18205
-12677.7
-10083.7
-9002.78
-12578.6
-11327.1
-12400.3
-12425.6
-12956.2
-11970.3
-12134
-13732
-12488.2
-13867.8
-13168.5
-13232.2
-11050.4
-12636.3
-13150.4
-13516.3
-12483.9
-13445.4
-13024.8
-10482.4
-12032
-10780.2
-12885.7
-13679.2
-12727.2
-12134.3
-9980.8
-11167
-12294.1
-13245.4
-12835.7
-12022.8
-12500.3
-14357.8
-14204.7
-11045.1
-12768.1
-12964.4
-13056.1
-15075.6
-14800.7
-12858.2
-12957.3
-13034.7
-12430.1
-12209.2
-12625.1
-12820.5
-12554.6
-11761
-10363.1
-13123.4
-13189.6
-17229.4
-12987.5
-12433.5
-7875.96
-12886
-14281
-12837.6
-13151.1
-19937.9
-14072.4
-13189
-12839.6
-11331.3
-22430.2
-12829
-13246.3
-15012.7
-25244.6
-13851.9
-12835.6
-15556.4
-12825.7
-12712.9
-15721.3
-15720.4
-11805.5
-13792.7
-9037.28
-7586.95
-7299.15
-12695.6
-13641
-14950.4
-11747.3
-10572.5
-15808.1
-15478.5
-13653.1
-9357.71
-8298.45
-18109.8
-14408.5
-13204.1
-14322.1
-13887.3
-14940
-12220.4
-15872.7
-15584.7
-24513.5
-13421.6
-11926.1
-10633.3
-15562.8
-10132.1
-9441.94
-7318.38
-13037
-13447.4
-9236.2
-9808.13
-11479.8
-13157.8
-9226.23
-8423.73
-7508.08
-11809.2
-12882.4
-8560.8
-6711.88
-8824.32
-10595
-9790.02
-13523.3
-13324
-13590.9
-9257.44
-9022.75
-7746.92
-7538.01
-6602.96
-6801.53
-11093
-11804.9
-12580.5
-12513
-8673.22
-8442.3
-8069.47
-8195.5
-13141
-13024.9
-9912.04
-9138.39
-11477
-7862.9
-9733.05
-13584.6
-11631.8
-12798.4
-9598.07
-13468.8
-13206.3
-9396.82
-7587.78
-7308.75
-6981.83
-11093
-10742.2
-12864.8
-8321.06
-8154.44
-5929.79
-4830.18
-3564.66
-4566.52
-6263.41
-5150.36
-2672.28
-3288.71
-4019.5
-5052.74
-3549.32
-4254.03
-6249.03
-2757.69
-3760.67
-5808.73
-5009.19
-3012.6
-3779.72
-5152.67
-3489.23
-5697.18
-5434.12
-5911.24
-6166.32
-2694.68
-4008.76
-4317.22
-3238.94
-3150.96
-5654.83
-6008.22
-2938.21
-4289.52
-3455.41
-3304.5
-5776.86
-2355.73
-3944.18
-3574.79
-3126.6
-6342.47
-3233.76
-3793.24
-3988.61
-8317.94
-7492.6
-5723.75
-2877.05
-3714.99
-4122.84
-7027.23
-5279.63
-3726.53
-3521.1
-4618.6
-6225.87
-2783.23
-3588.34
-4329.57
-2702.55
-5181.74
-3962.95
-6328.67
-5571.3
-5735.48
-3592.37
-2290.54
-1591.02
-1638.64
-1314.12
-1221.05
-1052.34
-1097.96
-1052.08
-1214.27
-2144.19
-1448.92
-1681.18
-1313.55
-1242.6
-1143.57
-1077.93
-1108.9
-2479.09
-1491.81
-1675.73
-1330.81
-1234.01
-1057.97
-1077.45
-1127.3
-2190.39
-1683.45
-1324.59
-1140.89
-1055.22
-2202.5
-1775.4
-2210.13
-1496.64
-1490.58
-1376.56
-1190.66
-1087.75
-1213.49
-830.31
-810.871
-838.323
-907.865
-988.107
-1056.21
-850.159
-968.029
-2167.27
-1581.31
-1645.47
-1395.63
-1376.51
-1110.42
-1225.73
-1256.55
-886.022
-827.934
-829.828
-989.194
-1012.88
-932.957
-922.186
-1853.39
-2391.1
-1791.87
-1437.68
-1361.39
-1065.01
-1258.59
-1283.15
-895.736
-886.735
-835.255
-1070.06
-907.542
-2120.17
-1866.23
-1686.29
-1357.55
-1114.15
-1282.6
-1043.25
-832.106
-1019.87
-944.707
-2484.69
-2180.29
-1833.32
-1872.67
-1524.46
-1632.06
-1377.71
-1703.7
-1524.43
-1374.12
-1371.39
-1497.32
-2232.54
-1753.87
-1848.9
-1995.34
-1576.62
-1397.33
-1475.45
-1859.46
-1380.47
-1615.63
-1507.05
-2491.83
-1712
-1792.06
-1529.37
-1524.01
-1497.55
-1726.51
-1492.34
-1651.05
-1372.31
-2443.05
-1612.29
-2042.71
-1405.92
-1499.37
-1503.16
-1398.05
-1914.88
-1162.62
-1170.01
-1280.23
-1793.81
-1888.57
-1066.78
-1039.71
-1684.65
-837.466
-2376.02
-1154.13
-954.551
-1675.81
-823.983
-5554.35
-4829.93
-2932.46
-3623.32
-3539.01
-5201.05
-6159.46
-2490.73
-2677.1
-3896.76
-3216.31
-5452.93
-5784.46
-3625.42
-3442.29
-5118.14
-2396.35
-3685.46
-3342.6
-2234.6
-2313.79
-1571.03
-1516.29
-1240.33
-1153.23
-1360.19
-1010.48
-1080.78
-1072.35
-1089.57
-968.029
-1918.72
-1647.13
-1446.59
-1140.01
-1172.94
-1307.82
-884.692
-1068.53
-1104.23
-932.957
-1036.07
-1819.02
-1510.6
-1441
-1208.36
-1269.11
-1057.84
-886.181
-1006.34
-1147.17
-903.527
-1538.49
-1415.96
-1114.15
-1272.17
-885.852
-1014.49
-1055.22
-8205.83
-8072.05
-12915
-14750.4
-5054.26
-4855.71
-6554.36
-9559.92
-11065.2
-13671.2
-5809.94
-5299.16
-8478.87
-6364.69
-10848.7
-5290.97
-5041.48
-8469.57
-11776.1
-14180.1
-5511.28
-7034.63
-5582.48
-7393.7
-9787.2
-11375
-9460.41
-4635.4
-5212.03
-5584.38
-5827.34
-6483.37
-6715.97
-8634.7
-13123.5
-13770.7
-10188.8
-10920.2
-4734.87
-4849.3
-5312.37
-6784.8
-5691.89
-9501.44
-11268.1
-13466.8
-9553.62
-4647.69
-4959.86
-5675.75
-5926.4
-5797.86
-9224.74
-12815.2
-10631.9
-4816.66
-5275.46
-11199.1
-10885.6
-7115.77
-12824.4
-16108.2
-18804.9
-8389
-6744.93
-8825.71
-11314
-9125.41
-16711.8
-20319.8
-6656.62
-7270.83
-6092.61
-14048.1
-7509.72
-13114
-18659.5
-5669.67
-5976.34
-9110.56
-10054.7
-17306.5
-21382.9
-7850.81
-7825.48
-6136.98
-6538.23
-7741.36
-12183.5
-9711.88
-5672.08
-11187.1
-5641.55
-4998
-8588.07
-5317.07
-6011.6
-9053.75
-11104.8
-10062.4
-4856.21
-4884.81
-5874.6
-6255.36
-8740.57
-13355.5
-9974.05
-10775.7
-5201.07
-5382.44
-7578.35
-7343.32
-11512.3
-10482.5
-4702.2
-5678.74
-5725.02
-6549.6
-9434.96
-12528.7
-4711.06
-4956.01
-16736.1
-17889.9
-12151.3
-20741.1
-19651.6
-17932.3
-17771.3
-16911.9
-14368.7
-20931.2
-20126.7
-18443.9
-16981
-14242.5
-18710.5
-16593.5
-20948.3
-18198.9
-17457.8
-18633.4
-16561.5
-19311.7
-15214.8
-14493.2
-16096.7
-14292.1
-11314
-10125.8
-11087.4
-17191.2
-18000.1
-16225.4
-15809.1
-16065.2
-17170.4
-14401.4
-15614.3
-12138.8
-12509.4
-11272.1
-15229.2
-16485.8
-16504.5
-16575.3
-15235.7
-16347.2
-13873.2
-17545.6
-13262.8
-16582.8
-9969.91
-15734.1
-16520.1
-16364.4
-17189.7
-15846.3
-16480.4
-14188.9
-11946
-11601.9
-16597.8
-19461.8
-15966.2
-19795.6
-20270.7
-25787.5
-16551.7
-16808.9
-24913.1
-28194.9
-26840.8
-26307.3
-21529.2
-21480
-17997.2
-24872.9
-28770.2
-27093.1
-27991.7
-21236
-22461.8
-20633.6
-18030.6
-19701.4
-24755.4
-27908.8
-23448.9
-22051.2
-20915.9
-16362.9
-27117.4
-24826.5
-24230
-24437.2
-21746.5
-17159.2
-18281.2
-13956.8
-14495.1
-13522.9
-16539.5
-12638.5
-15202.4
-12466.8
-16146.8
-10919.2
-14493.2
-16183.9
-12391.6
-12156.2
-12092.7
-18319.4
-17260.5
-15644.1
-19253.1
-17051.8
-13774.9
-12992.2
-16872.4
-16485.8
-17104.9
-16981
-16596.3
-16263.2
-15471.7
-16593.5
-10142.1
-17052.5
-19397.3
-17457.8
-19110.3
-15718
-10418.7
-16995.9
-17087.5
-18643.9
-3030.73
-2523.3
-4309.48
3403.88
5481.01
5280.62
-1215.09
3910.67
5391.55
4638.29
4173.62
5008.44
2168.78
5599.96
-406.314
-3663.08
-5039.56
694.291
3485.59
-4193.38
-4024.56
-4829.73
-14239.5
-14896.8
-14545.4
-23172.6
-23241.2
-14342.6
-10031.1
-13135.5
-9167.96
-7488.94
-4944.96
-4731
-7197.88
-6591.62
-5676.32
-7268.14
-7664.64
-9120.92
-8965.74
-11310.9
-11181.1
-12286.4
-10952.1
-9065.86
-9587.99
-4802.09
-4724.35
-5383.8
-4902.76
-4765.96
-5357.38
-5314.37
-5476.74
-9823.19
-9771.33
-9168.23
-13777.8
-5999.49
-5190.16
-2435.58
-2398.62
-11551.6
-8407.55
-8003.92
-3423.88
-3753.93
-3988.99
-4049.97
-6168.37
-6442.13
-6094.25
-7900.75
-8381.19
-11445
-11650
-12406.9
-10050.8
-10037.2
-9821.27
-4675.47
-4651.13
-4954.83
-5232.95
-4836.37
-5109.76
-5253.16
-5218.84
-5490.14
-10287.3
-8583.46
-8230.85
-17498.2
-11063.3
-12718.2
-6070.74
-5863.04
-5370.78
-6872.76
-7833.65
-7180.33
-2215.33
-2360.74
