p
-2817.91
-2179.48
-1408.4
-1856.78
-930.559
-1225.8
-1227.7
-1470.89
-1119.49
-1150.93
-1188.13
-1410.16
-1945.16
-1197.15
-1202.86
-1408.7
-1236.4
-1192.79
-1397.77
-1845.69
-919.774
-1232.61
-1858.32
-965.641
-1287.51
-1430.2
-1500.9
-1049.57
-1184.53
-2215.84
-1153.66
-1300.94
-1286.96
-1688.83
-931.577
-1188.29
-1220.66
-1328.44
-1278.83
-1268.07
-1183.22
-1061.58
-1289.61
-1864.22
-1091.36
-1269.41
-1287.14
-1451.96
-2344.44
-1040.59
-1185.57
-1277.5
-1655.25
-1302.57
-1150.62
-1291.85
-2207.36
-1227.23
-1251.39
-971.422
-1066.11
-1655.6
-1246
-1076.44
-1740.23
-1216.55
-1271.3
-1251.82
-1233.91
-1183.13
-1100.4
-1308.88
-1314.65
-1997.44
-1319.9
-1288.87
-1194.73
-1282.65
-1181.56
-1260.3
-1938.89
-1225.22
-1188.07
-1005.3
-2261.28
-1255.28
-1167.58
-1314.9
-1195
-1634.45
-1644.84
-1458.94
-1548.64
-1577.16
-430.999
-1454.98
-601.388
-1380.38
-1748.86
-1282.87
-1706.52
-1213.02
-1450.73
-788.013
-1255.28
-1183.02
-1752.45
-1226.49
-1573.73
-1263.57
-752.424
-1567.41
-1367.92
-1267.58
-1213.01
-591.751
-1397.99
-1323.21
-1621.56
-1201.42
-1254.81
-1228.74
-403.489
-346.758
-1657.62
-1653.66
-1017.48
-1224.52
-772.968
-1418.27
-1445.1
-1271.96
-1199.99
-1206.09
-607.307
-1696.96
-1614.01
-1630.18
-1308.07
-1138.22
-1070.55
-1304.43
-1166.51
-1319.76
-1227.4
-697.306
-1698.3
-1703.27
-1106.37
-1209.28
-948.435
-1373.07
-1304.36
-1215.51
-1699.75
-1639.68
-1202.94
-846.468
-1466.84
-2146.97
-1226.48
-1805.5
-1526.3
-1614.08
-1540.33
-1467.86
-1184.08
-1658.81
-1964.53
-2040.11
-1660.78
-1779.05
-1144.87
-1940.26
-1205.26
-1981.35
-1311.66
-1701.36
-1747.25
-864.707
-2085.64
-1577.41
-2146.57
-1888.64
-1971.45
-1636.99
-1206.49
-458.505
-1459.15
-1218.6
-1180.87
-1562.93
-1562.35
-1377.78
-794.667
-1304.6
-1407.35
-1221.12
-368.7
-1673.91
-1202.09
-788.079
-1203.13
-1200.81
-599.446
-1649.03
-1194.89
-999.898
-1538.22
-1217.53
-666.347
-1679.22
-1239.45
-1384.15
-1362.22
-626.741
-1538.39
-856.975
-1714.3
-1730.17
-435.684
-1205.24
-1481.51
-1674.54
-1482.9
-1471.6
-1080.87
-2128.03
-1849.6
-1729.69
-1654.93
-1171.85
-1227.7
-1240.81
-1689.08
-1724.66
-2245.85
-1408.37
-3399.18
-2433.56
-2933.16
-2964.56
-2350.77
-4296.26
-3584.27
-3930.25
-3349.28
-6724.93
-5065.16
-3277.76
-6986.92
-5552.76
-2543.77
-3384.86
-2357.79
-4303.78
-4388.47
-3608.88
-3584.48
-2482.3
-3124.81
-3565.42
-4009.59
-3813.56
-3557.59
-5852.65
-3250.18
-6818.03
-7615.17
-3192.93
-3714.27
-2347.84
-2361.3
-3535.8
-7969.52
-6496.42
-3740.06
-2930.16
-2821.74
-4141.02
-3318.93
-3320.79
-6169.06
-3268.94
-5303.9
-7817.7
-2890.01
-2268.78
-2507.16
-4571.16
-4217.98
-3623.79
-7396.24
-3458.38
-3235.17
-2606.06
-2355.05
-4974.61
-3523.09
-4574.68
-4848.3
-3149.71
-2680.9
-2426.91
-1908.04
-1987.77
-2243.68
-4097.34
-4173.7
-3593.44
-6940.14
-3614.93
-3904.09
-3926.07
-3379.34
-3357.58
-2978.44
-2948.25
-2870.89
-2371.69
-2529.3
-2666.44
-2620.9
-3050.96
-2778.16
-2915.26
-1818.01
-2520.12
-2135.09
-2999.13
-3052.64
-2603.31
-2727.5
-2724.54
-4442.15
-4155.88
-3386.63
-5469.44
-3580.44
-3085.14
-2517.22
-3466.05
-3335.7
-3224.78
-2928.05
-2697.06
-5222.03
-2830.87
-3280.83
-6911.98
-2576.33
-3150.37
-3860.32
-4569.61
-3338.65
-10479.3
-4987.85
-3118.35
-4372.62
-3271.22
-3321.67
-6111.76
-3652.95
-5476.95
-12273.4
-10585.1
-3394.03
-3023.49
-2909.07
-4524.72
-5464.67
-3722.37
-2930.3
-3028.08
-4747.57
-12891.5
-5304.77
-3223.3
-4433.6
-5987.45
-7174.04
-2371.8
-1919.31
-2071.95
-3132.17
-2472.24
-3759.59
-3411.6
-4689.02
-3614.78
-3628.65
-3497.38
-3236.81
-2968.41
-2811.63
-2910.4
-2386.5
-2461.03
-2599.17
-3014.26
-3088.03
-2923.84
-1876.57
-2091.48
-2414.75
-2880.38
-3075.85
-2843.15
-4175.13
-3768.24
-2784.8
-2271.57
-3259.38
-3964.39
-2470.28
-3150.64
-2223.41
-3289.27
-2605.7
-1737.57
-2629.98
-4025.31
-3328.79
-3619.2
-3204.15
-2738.04
-3345.67
-2235.4
-2996.72
-3266.38
-3613.57
-4447.93
-3063.95
-1852.09
-4451.21
-2852.77
-2978.03
-1709.65
-2803.86
-3317.47
-3345.59
-2607.2
-4041
-2059.38
-3288.56
-2548.83
-2987.66
-1732.09
-2580.34
-3535.56
-2852.37
-2545.03
-4370.12
-2291.81
-2692.15
-3635.53
-2826.38
-3291.4
-1862.46
-2963.85
-1732.66
-3462.56
-3645.87
-3965.74
-3773.04
-3234.94
-2719.44
-2548.66
-3072.48
-3118.58
-2426.44
-2576.52
-3518.39
-3040.99
-2082.22
-2954.4
-2951.13
-3431.23
-2885.35
-2585.68
-2183.15
-3164.9
-3356.68
-2902.24
-3575.66
-2962.62
-2498.41
-3300.43
-3441.79
-3595.49
-3842.96
-3351.55
-3428.92
-2863.59
-2790.75
-2529.66
-2908.18
-3260.6
-3159.4
-2478.9
-2611.73
-3749.72
-3733.44
-3076.35
-2162.3
-2960.78
-2946.79
-2985.01
-3465.45
-2930.68
-2709.92
-2130.18
-2363.69
-3100.35
-3370.43
-2984.77
-3289.77
-3619.28
-3078.18
-3311.44
-2577.34
-3267.41
-3285.19
-3581.06
-3657.23
-2909.01
-2765.38
-3037.87
-3117.67
-3288.64
-2545.12
-2583.31
-3662.96
-3507.28
-2955.41
-2964.54
-2984.47
-3391.59
-3377.3
-3360.82
-2729.6
-2682.14
-2463.75
-3159.85
-3270.11
-3171.14
-3596.63
-2822.32
-3057.26
-2787.76
-3610.04
-2970.46
-3442.38
-2962.8
-2768.54
-3244.42
-3327.44
-3552.87
-3399
-3668.24
-2831.95
-2878.11
-3107.28
-3070.72
-3221.8
-3240.34
-2692.66
-2675.73
-2448.79
-3589.15
-3500.17
-2957.55
-2963.14
-3036.18
-3015.97
-3408.7
-3320.96
-3321.55
-2941.46
-2914.01
-2593.3
-2669.26
-3129.5
-3241.63
-3209.46
-3174.58
-3384.85
-3087.34
-3129.15
-2675.57
-2981.44
-3540.93
-3408.03
-3461.74
-2989.98
-3031.01
-3205.03
-3117.64
-3206.1
-3391.28
-3253.47
-2918.51
-2810
-3021.96
-3080.36
-3017.66
-3080.89
-3587.48
-3462.93
-3239.59
-3163.77
-2917.36
-3050.48
-2933.69
-3537.71
-3400.36
-3386.74
-3444.29
-3025.19
-3166.18
-3203.26
-3069.65
-3360.53
-3229.74
-3396.11
-3268.25
-2970.55
-2793.38
-2943.11
-2987.32
-3070.49
-2983.79
-3001.01
-3034.3
-3299.54
-3148.3
-2376.18
-2630
-4457.26
-3239.36
-1818.18
-3461.6
-2943.48
-2695.94
-2929.74
-2692.58
-2393.02
-3796.11
-4075.37
-2633
-3753.33
-3272.75
-2951.21
-3081.93
-2951.84
-2865.86
-3996.42
-3524.91
-2633.72
-3042.68
-3308.41
-3635.67
-3231.85
-2822.37
-3072.78
-2503.46
-3592.27
-3928.33
-3716.43
-3644.45
-4089.68
-2906.1
-1707.83
-2409.31
-3452.83
-2356.11
-2673.2
-2978.18
-2863.93
-3818.83
-2978.28
-3468.55
-3001.69
-2331.56
-3188.57
-3748.94
-4526.95
-3306.93
-4342.08
-3476.77
-3003.98
-4283.13
-4096.91
-2570.45
-2253.15
-13125.7
-3223.41
-2885.98
-2567.08
-3052.21
-2475.78
-2819.57
-3357.19
-3378.26
-3247.27
-2911.59
-2391.12
-2442.51
-3557.87
-2961.29
-2956.32
-3462.97
-2916.44
-1897.94
-3297.13
-3477.48
-3742
-2926.64
-3184.51
-3284.56
-3182.49
-2795.2
-2891.55
-3346.74
-2516.23
-2319.07
-3773.92
-3526.42
-2796.82
-2294.29
-2619.74
-2921.43
-3106.47
-2924.37
-1899.37
-2397.57
-2336.08
-3272.62
-3595.81
-3671.65
-2753.61
-3223.77
-3275.03
-2808.34
-2532.34
-3517.3
-2977.42
-3050.73
-3349.7
-3334.09
-2871.52
-2697.2
-3665.74
-3226.8
-3131.14
-2800.72
-3205.9
-3525.63
-2954.99
-2532.13
-3470.91
-3205.09
-3372.35
-3090.44
-3646.59
-3749.02
-2862.63
-3079.76
-3191.86
-2557.98
-3578.75
-2939.61
-2895.35
-3003.24
-3334.52
-2942.49
-2298.1
-3294.85
-3190.49
-3100.22
-3287.2
-2926.14
-3146.37
-3335.44
-3281.61
-3307.19
-3445.23
-3115.3
-3118.71
-3413.13
-2764.98
-3017.26
-2971.19
-2923.72
-2716.73
-3023.44
-2938.32
-3100.66
-3164.35
-3522.24
-3308.5
-3120.42
-3378.23
-3453
-3174.31
-3123.2
-3221.7
-3280.76
-2821.43
-2978.33
-2992.18
-3267.33
-3043.05
-2936.52
-2934.22
-3298.58
-3437.11
-3217.96
-2981.93
-3428.1
-3183.18
-2999.35
-3037.18
-2881.3
-3037.25
-3609.33
-2399.38
-2617.9
-2773.37
-2735.43
-4639.3
-4151.91
-5295.69
-3634.93
-2513.91
-3273.61
-2965.2
-3868.37
-4939.76
-3029.41
-4604.92
-3045.93
-4018.44
-4445.84
-5036.37
-2717.64
-3228.76
-4991.05
-3380.52
-9704.39
-3180.82
-2437.98
-3234.2
-2237.2
-3033.64
-3385.54
-3502.15
-3576.99
-10801.3
-6233.17
-3366.3
-3068.44
-1862.11
-2854.93
-3022.3
-2816.17
-3840.48
-2713.01
-3100.22
-3314.33
-2510.35
-1944.33
-2087.38
-3535.56
-2864.98
-3988.75
-3059.5
-2381.13
-3524.91
-3308.78
-3066.21
-2629.19
-2967.96
-2990.33
-2512.98
-2395.11
-1915.63
-2479.67
-2970.99
-2246.85
-2528.81
-3799.75
-2429.03
-3251.95
-3508.48
-3379.34
-3827.57
-3146.73
-2952.95
-2957.88
-3835.8
-7192.99
-6452.11
-8826.14
-7138.84
-5548.91
-7431.64
-6345.22
-9017.51
-9681.93
-7127.63
-9159.81
-8985.58
-5785.21
-3538.45
-6579.74
-7085.24
-7188.85
-9298.05
-7720.38
-9067.74
-9069.27
-8979.14
-9542.76
-6032.21
-8857.15
-5595.35
-6176.99
-6603.45
-7026.15
-3614.42
-3241.77
-9033.79
-6500.98
-6666.52
-9362.76
-8277.02
-7357.16
-6330.14
-9742.26
-9477.55
-5784.97
-6151.4
-8887.25
-3625.23
-7048.36
-6561.1
-7651.36
-6543.08
-6680.48
-7828.31
-9065.88
-9626.07
-7103.2
-6097.06
-3148.38
-4531
-3405.6
-7787.26
-4542.17
-5765.26
-5195.2
-6529.93
