k
23.5499
21.2575
21.6813
26.8755
16.5517
23.1101
9.79419
9.73796
9.11706
22.6527
19.7324
23.7983
23.0283
13.5653
26.5821
26.1548
20.0078
25.361
6.79477
24.4503
24.6422
38.7289
21.6353
18.6309
21.1571
4.88659
102.594
20.5561
21.7922
13.3069
24.007
28.4595
24.0999
24.8465
24.1796
21.0125
108.573
37.998
31.0174
18.0277
26.2364
22.0584
23.3725
21.2071
27.7469
20.2071
11.0056
16.2702
20.3224
9.16376
16.8353
16.6764
8.13201
12.1854
20.8567
42.8716
34.2304
23.4217
23.0415
24.6705
19.5431
14.9123
30.0725
39.1215
12.7903
14.6763
26.3084
63.1301
25.3298
24.5182
19.3677
35.5534
25.5347
22.5169
23.3966
21.2518
24.951
26.3394
25.9806
15.0445
18.2295
9.60399
24.3955
21.0961
13.7143
21.4228
23.8181
24.3454
30.9531
13.9886
20.0436
12.6242
28.3259
24.1225
68.8984
25.7793
36.4924
23.6702
28.2642
53.6165
30.4023
23.327
28.6135
17.5262
39.9321
16.2041
18.9108
26.4897
19.9783
29.3027
28.5854
16.7637
14.3445
6.29305
21.552
14.2342
17.9764
20.7655
16.6022
24.1061
14.6588
19.7874
20.2628
7.55652
19.5823
21.5235
12.1772
23.9404
12.1744
18.1032
37.6354
30.3881
16.2014
14.7621
23.3258
21.3142
18.6452
19.7287
23.048
26.1718
24.8146
26.304
25.5983
26.4709
20.3425
7.70629
40.2314
13.998
22.5502
19.9588
23.4056
25.1575
22.1147
17.8031
30.6974
26.6005
25.3249
22.2454
12.757
25.7087
33.1006
25.5728
22.8374
27.1859
29.7971
20.6617
22.1016
29.462
19.1031
14.1812
23.5673
18.6367
21.7031
26.2537
20.3056
19.5928
25.6309
20.9632
21.5788
21.624
32.7076
18.6995
20.8042
11.5396
21.3397
9.14427
22.7266
25.5282
30.3488
18.0197
27.0195
9.18124
8.4548
22.2498
23.5196
24.4789
24.7251
25.7493
8.6868
22.7266
18.7818
25.0037
17.1717
22.2717
25.9074
44.0921
22.0351
22.6706
14.817
19.6423
24.0049
25.8786
13.4216
31.1735
8.00555
17.3844
14.5238
20.3887
23.8876
25.1501
20.8936
45.9891
18.7108
25.3377
33.5168
29.4414
27.0643
22.1965
25.4744
20.6369
10.7827
10.8359
15.5044
23.7137
23.7605
29.7222
24.8508
21.5024
21.0788
21.69
35.6895
13.9439
30.5388
25.3585
20.9329
25.1681
22.9265
24.9234
21.4017
9.95794
21.4194
19.2218
7.75989
12.7318
21.3184
37.9445
27.5678
19.1634
30.3305
32.9952
38.9893
24.1098
26.7242
28.9703
106.906
28.5722
42.4636
15.658
47.1639
23.9438
21.0312
12.0778
20.0385
17.4794
7.83998
29.0574
32.9252
12.9348
19.7023
13.5359
11.4712
22.687
22.961
26.1536
37.351
18.615
16.4806
24.573
22.9581
16.921
7.47802
16.4744
27.6423
25.0739
26.0435
37.059
25.2951
23.2326
26.7357
17.0386
27.876
24.807
11.5234
45.6135
22.7886
20.1973
21.1554
29.3101
25.3111
6.5263
24.4863
22.6769
18.4394
21.8681
10.5633
5.52231
14.9338
27.5871
20.112
18.697
13.9305
33.4958
18.9712
32.7068
108.729
34.7813
24.7757
32.674
72.6438
15.5271
27.2284
19.8676
20.9506
20.0728
5.87656
24.6591
27.3679
23.388
22.3238
21.4628
10.8904
33.4899
19.7865
26.2889
39.7099
20.1885
12.5671
24.6331
12.5166
22.8453
16.8215
23.846
23.2672
35.7915
20.0375
32.277
26.651
20.4345
28.1072
30.8679
14.2264
5.23126
13.6204
21.7404
11.7141
14.3045
6.70528
14.6044
31.6981
29.223
105.001
17.4522
18.5103
14.33
22.5023
28.8569
23.77
21.4992
30.0792
29.7874
22.1187
30.2047
23.4633
29.7046
17.1287
22.3379
30.8584
25.9998
6.42774
14.1627
23.2601
15.4363
15.2133
6.24256
22.0925
20.973
20.1437
4.69528
33.0083
22.2138
26.9733
26.474
23.3002
22.5004
19.3874
30.4695
21.2679
83.4619
23.0447
15.1188
14.2625
12.8037
25.4033
25.8868
20.2176
25.5283
25.8009
21.282
11.3441
10.2374
20.9015
24.7709
18.9705
19.516
11.0726
14.4089
7.18171
25.8205
13.2901
23.1027
19.2094
21.7636
26.8162
12.4328
8.53016
6.34816
26.6404
24.0238
22.309
22.365
29.6305
25.2322
22.5936
25.9594
18.6246
27.9654
22.9917
19.0137
31.069
18.3946
32.758
33.9341
23.0006
32.1805
25.9439
28.7132
28.0172
22.1715
25.0443
19.6762
45.9363
9.87799
26.4547
21.9913
28.4271
22.2832
11.4912
21.3979
18.3658
10.545
22.3422
11.5135
20.8748
48.1265
13.244
15.5773
16.2953
12.8075
14.856
8.27988
10.3048
11.909
23.3178
27.1908
63.7315
31.5591
40.6647
28.5969
52.6634
19.3081
18.4838
20.7186
25.8952
26.4429
20.2831
20.4299
10.9936
14.9589
18.3055
9.5603
24.5833
19.2985
22.7807
35.997
29.421
38.5024
38.0751
17.321
18.828
24.216
21.4172
27.5751
7.90058
7.29136
19.8449
20.7128
20.4495
13.1411
26.6536
20.9119
8.63744
29.5606
15.1902
9.29644
17.9191
28.196
21.242
29.3321
24.6109
6.31283
26.0932
19.9548
39.6693
73.6601
24.4808
27.1332
19.2886
22.9917
24.826
29.5924
34.9234
38.7138
19.508
32.9487
31.6299
27.1857
25.1795
16.0397
23.8968
18.9125
6.37669
14.1445
28.3195
20.5029
20.5909
33.7928
26.4711
20.9786
15.5033
9.57251
24.5629
19.1039
16.5374
35.1568
31.0673
14.1597
13.5166
23.2516
25.8876
27.0448
18.4944
10.8558
23.8808
29.1609
63.6981
32.2768
20.2589
29.0431
29.449
22.7127
43.084
27.9036
21.3378
22.3454
7.56473
18.3945
9.77471
17.2405
19.3751
14.7
30.5329
14.114
20.6409
21.5679
28.8775
15.8461
8.73965
10.7221
28.5335
25.8782
23.3863
21.1457
18.2199
19.945
23.2295
27.5473
23.7331
26.671
21.1585
22.8085
24.545
7.00194
14.5527
18.4994
24.2311
14.9063
22.318
33.4111
22.6651
37.0802
22.0648
30.0954
27.0661
25.466
108.703
21.8284
22.0665
47.2836
10.3347
17.3518
9.69685
29.4195
9.37217
32.7952
5.37633
50.4789
27.5721
27.5613
18.9967
20.4917
16.2703
18.2414
23.4947
29.6209
8.82072
28.5757
18.9854
50.9173
24.4497
33.6798
25.0019
58.9944
35.5154
24.6697
24.4578
24.3648
28.703
27.9469
17.523
30.9865
45.2451
36.3952
38.8475
20.9449
27.3113
14.2061
26.9465
27.5921
38.5019
81.9901
43.7849
20.6537
26.0575
30.8968
30.1866
32.6565
22.8586
28.7635
14.8265
19.9857
57.6554
20.6776
34.3026
36.9343
21.4779
17.3554
18.6585
32.1065
32.855
66.6955
32.3824
23.1775
33.0491
41.3258
21.3661
27.8012
28.4344
24.5424
54.355
33.1453
39.2067
31.5751
15.9708
17.8266
13.6738
11.0594
14.0477
13.4741
23.9698
20.3165
19.2992
17.1031
14.0031
21.4715
11.3615
25.5677
19.2639
19.0256
15.7746
21.8666
24.1388
11.4445
22.26
24.7237
23.7178
26.6432
24.883
20.3176
27.4188
20.4473
5.25368
26.9863
22.1434
32.3406
18.5098
22.8484
34.5657
30.3186
20.1907
18.875
20.1893
24.7536
22.4071
10.3069
8.85824
51.2578
25.7686
25.3036
23.8214
21.2038
14.1199
28.7577
16.6002
25.0094
25.697
19.1426
28.607
22.1519
15.0128
29.7084
16.7289
20.7632
12.8976
21.9281
21.7521
25.2524
17.267
5.91896
30.4971
29.8804
17.9094
17.9401
25.6442
21.3501
83.8871
15.6561
25.916
16.5881
20.8136
33.2541
20.4686
17.1712
20.1768
22.0579
6.53273
18.4619
22.8706
22.7017
22.7314
25.5321
12.7125
20.8055
27.8032
35.0664
27.5545
23.651
21.3818
27.3064
28.0452
25.2509
23.4286
20.4616
26.0029
34.182
21.2604
19.0428
16.4311
13.3968
20.7228
22.1016
66.4283
22.4048
20.9042
19.4845
7.11444
18.4399
6.60894
18.881
19.1645
10.9864
24.5653
24.5971
16.7266
17.8874
21.9789
17.6201
52.1262
27.8058
30.1837
21.0149
11.9455
16.5739
16.2498
7.02767
22.8081
19.035
6.43003
14.1547
26.4297
27.9661
6.09771
18.9613
47.8454
21.8821
18.7167
21.1844
15.6588
28.8679
50.4414
11.7005
25.9348
44.7512
18.787
27.2753
28.8325
28.1339
22.6494
42.7511
10.5628
46.1851
14.7537
18.7389
17.8401
20.8407
12.2837
25.7851
18.3273
27.6827
29.955
30.1814
22.1513
13.9842
26.4459
17.7378
15.0396
16.7852
26.6026
6.91388
34.9596
58.0923
28.7092
9.86062
11.6675
22.6769
22.235
19.912
21.1688
26.945
31.6174
27.816
23.5274
26.1839
27.0618
22.0834
25.391
53.6334
15.6343
15.1282
21.982
10.9924
54.3701
10.4507
23.4859
23.6601
26.0047
20.8725
26.0297
21.642
19.4962
6.25293
7.72012
20.6706
5.98658
28.7727
19.8159
22.6843
89.951
22.5655
13.8555
10.3184
21.7691
24.1505
29.2822
22.2991
14.9746
26.5749
24.364
25.6999
47.656
31.3471
24.0635
22.5003
18.5336
18.4656
21.2387
28.5159
5.64948
25.414
21.4176
20.4188
66.3167
14.1194
20.7771
16.0337
9.08538
23.4338
21.4088
18.8612
24.9376
18.9955
13.3777
29.9501
9.12669
25.8159
39.0483
21.6128
21.6962
22.8521
30.1197
23.0654
22.0728
21.0939
16.2555
21.196
27.4902
1.40236
26.496
19.9945
24.5403
17.522
16.7028
33.2934
30.0396
25.8654
29.5275
33.2869
15.109
24.7135
12.2167
28.1935
21.8679
11.8337
22.4897
21.0781
33.9181
38.8671
7.64696
21.3455
9.20346
20.4213
28.9661
31.0609
23.0136
23.9065
37.1583
18.6369
27.1911
33.5891
38.3244
15.9434
20.0653
12.0786
21.3235
15.707
51.2987
18.0448
53.7651
28.0164
14.5228
8.07131
14.5306
15.4608
18.3075
33.7263
41.7588
49.5693
31.4662
7.80203
29.6671
25.2884
24.5527
22.5183
28.4571
64.8977
17.7452
17.4178
14.4806
52.9419
19.9891
61.543
15.3229
19.5152
27.8642
39.8845
28.5385
20.9372
22.6715
22.1488
23.3167
18.6072
20.8167
31.7028
21.2559
16.6486
26.232
17.7182
15.0081
20.0969
41.0443
24.3837
34.1134
47.4301
18.3939
26.239
21.9537
22.0435
25.9901
31.1735
33.9335
27.1128
17.4533
29.5175
10.3003
39.0029
45.2887
23.9543
14.2643
24.7865
19.9603
28.2423
9.51887
7.58861
15.6842
15.4606
23.3165
17.0118
32.637
25.5073
66.5804
56.9506
27.9799
56.3607
103.319
35.8785
28.4759
19.9327
23.9045
28.1469
29.8799
32.2459
35.3941
36.0835
27.4526
34.0002
31.2932
32.6142
26.0071
25.7807
18.3492
12.6738
16.1378
19.9854
19.6114
73.8807
30.4844
25.6581
33.2948
29.0198
18.2019
24.1023
17.9286
30.5383
18.8605
19.1185
21.8211
13.8009
19.0685
19.6536
18.0687
16.4183
18.0275
37.2023
33.6764
28.8362
24.2481
31.9339
33.2114
30.6218
27.3376
19.2916
21.7587
7.29946
10.3751
8.18874
31.8906
30.7597
23.1839
33.2169
19.2489
28.407
23.0948
28.936
16.4988
27.158
41.9015
34.5198
22.1794
13.2835
21.4361
8.54273
15.6934
16.0571
9.06998
18.443
18.6781
15.9134
23.6255
13.0105
24.5337
20.1064
23.3015
26.2381
20.0903
14.7348
22.9744
23.4238
23.8804
13.4502
13.5736
23.2029
46.3933
34.8252
40.8255
20.0295
17.7199
27.1649
21.0171
28.2478
23.044
16.7802
41.5146
20.1742
13.6738
23.7086
18.5887
22.2957
18.803
17.4426
26.7663
31.5735
20.3953
17.8244
21.5248
20.726
33.7812
16.4275
40.9008
24.71
29.816
42.6088
20.1884
16.0472
53.0672
28.3676
21.0746
71.1002
23.4278
27.4204
32.2496
34.2932
27.4621
17.1173
22.4396
38.2409
32.298
21.7719
14.9741
57.7722
37.4449
17.4138
15.2791
19.2686
19.1568
37.1444
42.5634
19.4768
9.6619
7.05622
22.6048
6.63187
18.1743
24.4216
33.7239
41.0634
20.5352
34.8209
35.2873
7.73591
35.0445
16.4786
74.991
11.5756
14.1634
25.6481
36.7489
19.6289
26.097
17.9949
7.70773
7.86386
16.556
26.4354
17.6974
19.7208
53.5635
16.4129
16.524
10.3965
24.8359
21.1085
20.1594
28.953
6.06148
44.7969
23.7971
21.1003
32.1592
20.7891
49.7621
39.9704
19.7245
16.3211
17.0996
15.7719
29.1659
17.1607
6.51406
37.2831
67.7402
25.1961
25.025
23.3273
34.2489
17.9821
38.9777
21.9383
15.467
30.0266
43.6506
17.5707
10.7875
21.6479
30.7852
33.7857
32.4031
23.4261
20.7806
33.2346
28.1315
22.8035
16.4574
23.5165
16.9519
47.7558
28.6716
6.22928
8.318
9.29808
39.3031
35.2043
25.7524
36.6556
19.9038
22.7166
14.1058
27.5581
24.7666
25.6761
109.549
27.6683
31.814
18.5369
18.3615
22.1824
29.3905
30.9826
25.6409
28.5081
25.669
30.0812
9.91444
33.1499
32.0548
28.4839
26.5225
29.8582
11.7878
21.0107
11.1907
26.6273
32.0234
24.3214
25.0625
20.5911
70.3531
35.6225
28.6654
16.5431
16.699
23.8775
14.7802
31.6253
25.0626
22.9603
13.7992
14.8833
6.96352
18.4102
23.3823
38.9369
40.4716
21.4815
16.2232
16.562
9.98985
26.0004
21.6055
25.9914
21.3901
20.376
29.135
31.6528
18.4434
24.1339
43.7543
38.8387
13.2543
21.8297
18.2259
20.6597
26.8984
29.8194
16.7615
20.9327
8.96242
38.3094
15.9355
15.7101
12.5924
5.61981
8.32938
37.7085
22.3954
24.6845
19.9266
24.1388
28.5179
24.6429
21.4436
20.439
18.1119
11.2243
26.2615
19.1727
22.8265
25.088
21.859
19.193
13.4993
32.0738
24.8809
9.79436
4.97527
24.0576
25.0635
9.15877
25.2878
11.424
24.0049
22.6741
31.9088
32.4435
47.8605
102.449
23.7172
17.4766
20.2183
24.0513
21.8299
26.2429
27.5466
27.6542
28.6688
22.4227
26.3866
27.7718
19.2795
21.3779
21.2876
21.2145
20.0798
27.2662
21.1745
27.1576
21.6212
15.19
13.9094
22.7656
20.2404
19.4351
13.6367
18.6388
16.5289
12.5577
31.8648
37.0619
28.7865
21.7317
68.9647
24.3222
15.6522
33.6796
24.562
27.4198
25.0764
22.263
22.3186
18.8222
22.9096
6.20357
18.8962
23.5551
21.908
10.8523
25.3018
26.1196
26.6309
21.0825
21.3584
21.0062
31.6153
45.2145
21.6672
35.2008
28.0109
40.5642
109.163
21.1526
25.2873
17.046
25.6304
23.9892
25.06
10.1061
17.6328
9.72408
28.4446
53.5551
85.7444
25.8677
23.6659
15.3683
13.5073
25.3057
22.0754
19.3747
21.6557
25.3793
25.3637
44.5112
17.4232
26.1182
20.1677
7.81353
8.03598
16.0709
13.6244
18.7997
43.1925
21.7435
27.1593
12.1545
5.88855
18.1584
13.0903
26.31
20.223
48.7246
48.5111
76.6288
27.5414
30.994
40.4894
22.0489
22.4151
24.9692
26.568
23.5515
25.0328
20.8864
32.7936
24.5009
23.0605
31.3287
35.9569
32.1583
43.041
35.4034
16.1699
29.3792
28.16
33.5277
27.8543
26.5235
29.5335
25.5652
21.5108
25.2951
19.6926
22.2614
30.0691
66.5207
17.4618
20.8503
16.0573
35.9183
36.6367
21.4755
21.601
27.3566
25.4403
27.4033
22.083
33.2418
27.8552
30.1805
17.2132
27.5135
40.4852
17.7151
16.9801
17.632
14.7762
10.2436
14.5133
18.0802
14.7599
19.1319
22.8725
18.367
23.7122
29.8452
20.9723
23.454
18.4171
7.66289
8.28712
6.41409
24.4998
29.9393
46.9026
33.4662
20.7657
29.6679
16.9145
19.4493
17.0121
22.7567
12.2523
13.2914
22.5103
23.2923
18.7284
13.9816
23.7491
24.0895
23.8351
8.25244
6.62374
26.5504
23.6776
21.7952
21.0952
60.2124
29.5373
29.7492
21.4903
30.7173
51.4643
26.1308
28.9019
19.04
24.9021
23.3115
26.9616
28.8817
19.9519
21.6656
21.1213
22.9932
18.8868
28.5327
20.8278
20.1263
20.5813
21.9121
20.6035
24.429
22.6425
8.46412
16.4714
9.83607
12.3183
14.9968
21.9079
21.6949
20.2552
40.0776
20.6732
23.4298
10.518
61.8406
32.3615
15.0745
24.7746
14.2335
26.9755
34.2579
17.1721
20.7447
14.6679
22.72
5.73048
28.1964
19.862
22.5185
38.1977
18.3024
19.774
33.8739
50.7297
53.578
38.0276
19.9403
17.6721
25.6739
21.022
34.0346
26.8914
33.6303
32.6045
26.3562
23.6023
25.4348
23.9091
23.1117
16.4294
32.4251
52.3329
23.1354
14.4428
14.8379
24.4944
11.9074
7.03206
41.9809
7.74948
18.3904
39.3943
36.8274
33.4104
19.5325
15.905
10.6722
29.5295
45.9956
65.082
31.5636
24.9364
62.1448
17.3626
32.1791
28.5823
13.2298
23.0594
37.9809
22.3861
45.3338
22.0299
27.9584
29.3692
22.505
41.0848
24.6502
20.4582
27.8535
13.24
29.524
51.0045
81.623
24.483
26.0355
27.7211
29.7833
22.0595
25.5385
18.096
24.9898
15.4214
15.4402
9.5579
15.7934
29.1855
30.7756
5.83002
24.83
22.2382
34.5682
29.9481
43.2972
89.3321
22.2981
23.9248
46.3761
70.0254
43.1465
30.816
21.8784
31.0861
28.6707
45.9475
25.2077
19.5577
37.5228
35.332
30.1346
35.3029
32.9872
30.4291
24.2068
21.6375
37.63
20.5587
24.3348
27.4836
25.7428
25.0496
25.0203
30.7373
27.618
30.2884
14.0848
20.5826
67.5668
23.2732
23.2966
22.1448
23.7565
44.7137
28.8128
28.0546
35.6146
5.18043
28.4915
32.3892
30.3767
16.9541
16.6499
17.6409
7.9839
7.3906
18.9244
9.57531
15.9668
16.4743
12.7697
31.0511
16.0491
43.6137
53.3562
48.7679
33.2249
21.9427
31.2856
22.2521
16.9285
20.9212
23.8478
28.7551
36.1359
26.3781
27.1745
24.9701
19.1308
11.5207
9.82025
19.9109
6.55672
40.8847
28.03
42.0424
21.0845
23.3187
30.4249
44.3794
28.5459
18.7546
32.0063
22.1766
23.3194
39.0621
50.3904
27.1211
29.7613
26.0532
19.2311
21.0133
19.1834
20.9576
27.1409
6.91247
8.19929
14.0232
15.3579
30.8717
13.6194
16.8656
14.5503
21.5528
22.7632
26.2903
20.6555
31.476
16.0116
22.9314
27.0636
19.25
14.5324
18.7905
27.3558
19.258
25.2512
40.8611
21.4543
21.2249
29.4414
19.5984
25.1883
20.691
13.2254
13.0387
11.8601
45.2727
20.8481
20.875
47.3611
43.5259
25.6852
21.1373
28.4712
35.177
20.801
27.5406
32.3789
12.8511
23.9613
41.1228
40.4602
42.8638
29.3881
31.4987
8.57561
22.9833
44.5092
24.8165
14.2946
25.3159
28.0783
18.5737
15.1685
32.3903
49.0931
11.4458
22.2462
26.7832
16.4328
19.831
39.3572
32.5118
21.2884
23.523
29.2572
32.3302
34.486
21.9036
21.1609
17.1334
23.7044
5.17207
15.7899
32.4257
46.7118
29.8857
33.8059
23.9552
32.9486
22.8036
25.9364
21.0781
28.7513
10.8233
45.2608
108.352
30.2216
27.2706
39.3844
33.538
34.907
36.8394
11.9973
18.0241
15.3448
57.4878
43.8283
14.7942
29.3364
36.1587
24.5776
8.68817
39.3626
26.6226
38.2217
31.6048
28.2163
33.2886
31.275
24.3372
20.2977
7.81838
34.537
25.7847
34.8445
14.2733
16.0671
37.3852
21.9476
26.3134
40.5817
41.0921
7.88817
16.3177
21.5104
82.4222
24.1137
19.253
40.5394
47.3677
24.7321
25.5626
33.5557
17.9001
25.1254
37.7055
7.77907
20.2499
21.4586
49.9821
14.7304
24.8655
38.3211
25.7994
43.1048
32.9237
23.357
18.1669
14.1809
24.1996
63.3132
63.4462
29.2185
26.0174
28.6435
21.2114
24.2183
30.4564
32.3053
38.3366
35.5156
17.7837
14.1669
19.0471
36.5844
34.7804
55.5463
29.1833
19.7225
18.0785
29.2169
30.4601
23.4226
70.8972
36.7064
53.5378
35.0681
19.5984
18.9266
11.8675
16.9128
26.3189
7.39534
43.0018
38.8354
40.4297
83.5003
68.6336
46.2486
30.9291
35.534
26.7058
43.2418
37.9023
48.6502
32.1307
30.1425
37.5934
21.4125
47.7684
13.2117
24.7324
18.4647
18.5538
36.3393
31.879
24.1683
25.2386
10.7333
8.46583
10.3946
23.8299
19.0323
13.4108
48.4329
31.4336
42.7789
28.7858
26.3238
34.2968
26.4106
38.4483
39.5399
10.5738
26.4911
40.0702
57.5605
51.1083
33.3193
75.9749
30.9889
23.783
55.2198
38.755
49.9867
36.2636
20.7695
18.6016
29.1403
18.3546
14.9691
29.5875
14.8635
6.65705
16.9222
18.5253
24.0786
15.5202
21.8989
21.3861
24.2025
17.7615
30.1179
17.7311
26.3645
22.6666
23.0715
30.2536
26.2201
14.3791
23.0532
24.842
24.3594
21.4899
21.607
22.553
21.777
23.8903
20.3269
19.2497
27.5058
15.0968
25.0955
21.3033
20.9537
20.0498
19.2341
26.1275
11.0038
41.5406
13.9428
22.2388
24.4606
25.6454
20.0999
35.6552
24.3379
22.3412
24.9135
17.4392
20.3892
24.7068
23.9499
25.5605
20.4101
22.6097
19.8387
29.7402
23.1979
25.8298
12.7122
20.918
22.9673
22.7727
30.7416
22.1624
23.5887
32.8582
18.9559
24.5103
13.3125
11.4591
35.7683
20.0838
24.9711
27.1139
25.7769
15.2672
18.7011
15.8835
22.2712
14.2937
11.283
27.2548
16.5812
20.0001
7.5135
20.2323
27.486
20.8108
23.89
19.0084
22.136
11.2099
17.0956
8.76352
29.912
18.3883
16.708
23.7516
27.9727
23.0355
25.9495
27.3697
24.1413
19.8237
14.531
21.3477
17.7732
15.9794
46.9407
29.2702
15.5742
9.44135
7.70483
33.3294
37.7221
24.7713
19.6184
28.0384
24.3564
15.3747
17.6399
21.5154
11.1537
20.9493
5.8513
20.423
24.3662
26.6054
24.65
11.461
11.8752
5.32288
30.7389
35.0973
20.3162
14.6225
22.715
13.6865
23.2172
38.0446
41.9121
22.7901
20.4539
35.5975
16.067
14.5436
31.8169
24.4493
19.9011
5.22092
13.5467
7.58045
51.1052
8.81075
8.2297
16.2164
29.7731
12.1183
17.2779
8.86657
24.8824
23.0377
25.5443
20.2345
98.8039
21.753
37.7723
24.5776
25.4486
25.5418
25.9589
27.6458
27.6439
42.4407
26.5496
13.2621
19.0313
60.9945
17.2824
45.5326
14.3839
38.4595
23.4295
13.4352
33.7645
23.2114
20.5354
38.6922
16.769
22.2648
7.80481
13.81
26.606
12.3517
22.4238
22.4452
23.5626
30.8353
30.0597
20.8163
42.0751
107.58
35.6607
26.5042
24.6783
22.3038
26.8677
59.5519
14.4341
15.7116
51.8741
26.7302
22.4141
7.64215
24.7746
23.0807
21.4558
15.0258
27.709
22.3672
6.22081
47.8723
30.053
33.4582
23.8598
48.7355
19.5603
19.8317
24.451
12.5507
25.7493
57.193
24.3004
34.1309
8.00403
30.4644
30.2876
29.7218
14.8645
58.7281
15.7704
20.1584
33.0587
23.9484
28.3757
23.2611
21.0021
21.8094
21.5578
26.15
32.7265
30.175
26.2357
35.6027
26.6982
30.57
23.4318
9.97779
10.1392
23.9065
5.25527
28.9007
24.6349
27.7633
27.1272
31.7556
22.79
21.3144
14.0709
18.4763
42.3291
24.7165
24.2928
12.0178
31.7117
35.1219
24.8824
19.8162
9.18864
16.5833
20.1064
27.2784
15.5664
25.4188
21.2737
24.8868
58.1947
18.0926
33.4691
46.0092
22.0786
25.6223
24.9922
17.3516
15.1501
33.6175
97.9503
22.7013
26.0675
27.5982
32.8228
45.62
21.6164
15.6375
9.98226
14.9373
6.31793
29.2355
35.7383
25.0173
24.284
21.5352
30.4949
33.3912
44.3816
43.61
31.8081
20.4003
22.5381
27.9821
27.2907
34.3148
32.2204
21.2586
29.8733
7.67349
24.7181
9.70719
25.5441
16.5152
15.6194
14.6634
23.0776
85.1661
24.819
25.7384
27.9491
34.5643
25.2188
30.3771
29.7677
24.6434
27.5026
32.1845
8.10294
27.904
14.1033
35.1843
20.6378
34.2216
28.1127
19.942
30.1964
25.9702
23.263
16.5986
22.7625
24.9389
29.4957
34.4673
8.90995
39.5715
42.4018
29.4503
34.5179
21.6799
40.4732
38.9137
28.5909
23.8365
22.4015
12.376
14.0487
10.3665
13.7286
17.9642
19.8117
12.5776
19.6389
27.9315
37.5167
32.5503
122.947
22.5055
22.6466
21.4951
33.7245
31.754
32.0108
26.8605
24.538
28.7337
68.796
25.6844
13.7768
14.1001
34.549
29.9208
15.9121
20.1995
7.87424
20.5101
6.05703
64.982
4.45278
14.0717
23.592
14.859
11.5652
7.41163
22.5838
22.9223
33.0744
26.5537
18.2037
46.391
49.5802
28.4193
19.7414
16.4106
17.7071
20.6596
19.4663
20.0609
16.1589
34.4897
49.8283
32.9305
34.6147
25.1484
26.9067
16.518
25.7613
24.7186
14.5672
12.0306
8.13129
17.5213
45.2525
27.3235
52.0996
13.5579
66.0407
32.1569
27.3725
33.9902
68.0745
13.5814
25.732
24.7184
6.41458
