omega_x
271.532
363.884
0.0915148
-35.9627
271.838
-116.276
911.039
694.722
-128130
3819.63
-2199.37
-188.912
-510.775
-1114.4
-26.2689
-36.3145
107.681
1148.29
342.959
-194.057
-69.4188
1296.24
485.854
1656.4
956.333
-117.065
35.2187
22.5703
1490.54
1932.44
-221.983
-27.1486
-84.7673
-115.321
1654.14
-85.706
-343.852
-509.567
-419.795
191.691
0.277422
-0.18228
8.60065
-4.40737
-4.82773
1.39655
0.393674
0.0725422
0.284974
12.5594
12.0537
151.963
-3.32169
3.74516
3.04622
-222.476
693.107
-588.853
5.44855
262.589
697.812
-8.00353
-222.952
738.01
-239.675
622.692
-0.264714
0.638463
85337.6
-24.6649
-24.5751
-734.154
-94.5507
31925.9
-0.142511
2.50285
33.1334
190.348
323.868
768.349
418.07
29.0634
-2024.12
-657.319
-541.773
-785.252
-1389.21
-1342.23
-2056.03
-78.4493
6.51133
14.3694
19.2957
5918.65
12853.5
-1847.62
1640.22
-6.20434
-1050.14
64641.6
-214.01
271.274
-3023.84
-3596.82
-1.51264
112752
1.9788
-16.1111
0.481003
-0.0191744
0.413998
0.0922439
-201.079
-274.626
2.18818
-17.0025
140.327
11.0396
-69.3575
-97.2788
-313.928
-29.2872
-61590.7
-959.985
32.7047
84.7352
146.314
234.347
378.264
-815.608
-179.274
-9.37877
-340.348
-1663.46
-1.27654
-6.48986
1.27908
-5294.2
20571.8
-39805.4
0.370641
-6381.63
88027.6
-1.93005
0.129034
0.150979
0.371867
131.143
181.413
38.9245
19.8633
22.2088
-58.081
-57.969
-113.405
-224.943
-366.073
-111.131
21.319
-195.416
-165.763
108.307
109.083
-1.00811
-942.632
0.6106
-1.4239e+06
-0.303283
0.189521
46.2467
21.7422
-24.2927
-70.9798
-262.954
-90.9581
31.0869
-828.775
-1.84271
75.7971
-397.496
-1071.74
0.00599077
105079
-13.4298
0.256664
-1.36943
-17.5157
-79.2142
-179.875
-259.715
-79.0577
-26.9683
-2256.99
-374.123
87.0282
-489.166
-1110.23
0.107339
230267
0.106257
16.2831
-60.2998
-75.4746
-255.393
-323.781
-45.9949
-27.0494
-3746.8
-36213.2
-172.946
-1.64102
-0.592184
63247.7
-0.0591261
-63.5077
-101.694
-267.785
-278.654
121.311
-10455
25.5367
-284.719
-358.775
2177.76
-1609.21
147.314
16321.2
25901.4
-10.1036
-6.12989
-14.2356
5.78094
-2345.79
-1658.16
195.059
117.004
-170.732
101.881
-64.327
-12.2225
-404.233
18733.7
5487.05
-1323.92
-457.896
-492.659
-175.375
0.104033
-0.355782
-0.911656
-0.143802
-0.00265271
-0.0614618
0.0991017
0.0172318
-1.34056
-0.266564
-1.33454
-0.69256
-364.118
-7.71675
29637.7
-64.5586
-10.1073
-2712.5
-2051.25
-90.3112
-149.72
28387.3
-429.534
0.159037
-0.00549848
0.00589287
-0.00123775
0.0248205
-556.762
112.07
-31547.3
-128.94
-16.6462
-914.321
-3878.68
238.853
97.9817
-181.274
11.8004
-2168.09
0.128232
0.133238
0.111025
0.147666
-0.625732
-280.343
437.914
9117.4
-227.643
-255.85
-1847.69
-151.888
-434.039
80.1743
38.6
-304.693
-1657.42
0.00643437
0.316808
-0.105765
-0.0366616
-260.187
-163.251
427.209
-29.4375
-133.701
-809.451
-1273.04
-60.2037
656.579
5.2085
-404.783
-268.786
-539.668
-0.0459343
0.314688
-0.220413
213.103
7.25075
-565.911
-14.934
-832.218
-51.0234
46.7502
-105.735
74.8017
-102.723
-1132.9
-0.302796
0.786129
0.201689
15.5529
8.88313
-28.1654
138.312
-2139.89
1366.19
1322.64
2438.16
-999.829
-375.324
-701.645
-843.018
-400.722
36.9234
2077.47
-1607.4
53.6187
11.5893
38.6377
2346.84
11050.5
-1580.19
2545.91
812.737
131.203
3352.35
724.742
5.58951
61.8663
-330.784
-259.559
-2764.98
