yPlus
64.3276
6.20191
15.8646
10.5285
7.02002
20.5887
19.5173
5.67766
12.3347
16.1149
18.4676
14.7586
11.7073
18.6765
18.9766
13.7745
13.8554
20.1335
16.5898
9.6364
7.5032
20.6839
8.5733
9.94337
20.2314
8.23988
4.96068
8.4004
19.8478
10.3448
17.3501
20.8528
20.821
8.65316
7.41332
17.0269
18.8394
16.7913
15.1277
11.8597
17.0567
12.7339
16.9511
14.1131
10.1745
16.7734
17.3229
9.17227
15.06
8.36582
14.3362
17.4629
11.5424
12.9724
12.8944
18.8591
14.2398
15.4546
18.0554
9.58407
8.89796
10.2097
19.8682
14.2759
8.60952
15.0944
18.4856
19.5833
14.1311
19.6845
13.581
19.6475
15.1771
10.4282
19.4373
12.0577
15.1176
19.6256
20.4178
20.7562
14.2783
17.2382
15.1693
8.60492
13.7621
18.1739
19.7446
19.3047
16.8323
17.4842
17.5171
19.0919
18.4295
17.0176
19.5528
16.619
21.4421
16.6359
18.9163
16.9644
19.3082
16.3026
17.1848
9.87608
12.1532
17.059
19.3427
16.736
19.7551
16.1439
13.8508
16.4346
16.5874
18.1312
15.8502
14.023
12.6885
11.4215
17.517
19.132
12.6951
10.2815
18.2342
21.4502
16.2736
16.4025
12.1733
10.1003
13.0794
13.0685
16.7826
18.9691
15.9819
16.0413
15.3978
15.8485
18.7945
20.382
16.5149
13.3618
12.4136
16.259
18.1031
17.7136
16.0976
14.1151
16.6762
20.1786
12.9998
11.4581
11.0412
12.9422
18.5
12.4041
16.3154
18.5588
11.4544
12.8093
17.7933
20.7367
17.0518
20.064
17.5734
17.6708
15.3742
12.5397
16.3054
18.4822
19.2403
20.4953
19.4869
18.1256
14.4018
17.5474
17.3013
19.5113
18.4747
19.0303
19.2871
15.4054
18.1902
18.2295
20.9846
20.2055
19.1713
15.3666
18.198
18.1134
16.9262
15.9156
18.8135
19.6898
16.2757
18.6556
12.9176
14.9848
18.7535
14.5712
20.7526
17.9037
15.0646
12.5227
17.3392
14.8198
14.9119
20.097
11.4831
13.0273
15.8704
14.8011
13.9707
19.9191
14.325
12.9712
19.3588
14.548
18.9715
12.7996
19.9997
18.5966
17.2223
15.9198
17.8643
19.8033
12.8002
19.146
13.1543
20.9887
18.129
18.6845
19.5714
19.5211
14.4452
14.4376
19.8081
18.2947
9.45743
24.6773
67.0963
52.0652
48.4478
51.8451
37.8097
45.4101
50.8508
59.9092
35.3241
50.8023
60.146
56.7588
51.711
63.4654
33.8036
33.5117
29.9573
32.5826
46.5031
40.3877
35.4568
26.502
35.7509
57.0199
53.8814
38.6612
40.8188
52.1902
60.7676
56.0302
54.0489
30.0891
27.8686
34.969
35.4034
51.2768
27.298
20.1385
43.2322
31.3997
29.366
54.7297
48.6243
38.9401
53.4077
51.8603
61.5655
54.6344
24.2997
34.6392
38.7228
32.3771
34.305
45.1275
11.7713
30.3884
39.447
33.1065
24.8817
48.6324
36.6806
57.3578
66.5846
25.1337
26.816
37.1
17.2813
18.5826
24.1288
35.2422
36.0568
48.2708
20.0595
34.2307
36.7037
35.5422
45.2743
31.7459
17.913
18.2996
25.0712
28.3343
32.0677
31.8792
32.2831
19.3199
10.8065
13.3263
15.489
14.1193
17.9224
36.2407
40.5705
29.6886
34.7677
29.5044
55.0588
47.1316
43.8164
34.8627
60.3503
34.1064
32.879
33.1032
36.0776
46.3287
46.6667
42.8537
49.6786
39.9989
51.1425
51.4476
27.0145
33.5593
42.5849
32.5167
50.4049
30.305
41.8158
33.5437
52.4218
44.6885
52.8839
61.2852
27.5742
22.2943
35.1876
37.3464
40.4788
34.0578
27.4533
53.2539
57.9506
55.5877
22.5883
32.2978
28.7031
28.7509
32.0374
33.6826
52.7588
48.2854
57.4673
30.4699
16.9959
19.5492
30.2996
23.9174
37.1162
48.8605
28.8244
34.8108
35.5682
25.8736
31.4418
16.23
27.5858
21.42
29.615
31.2306
32.0763
18.1007
21.092
8.40906
16.5731
19.5571
19.2143
28.8149
32.4113
27.275
84.3264
74.3958
52.9475
31.2713
