ptloss
3218.59
3042.94
5451.71
5147.23
4221.65
3546.55
3966.71
4303.82
260.256
5546.27
3498.76
5082.92
4506.24
4357.48
5126.31
4887.08
4042.33
397.446
1103.14
1404.09
1371.79
774.948
1210.99
-453.68
1441.4
3297.77
4944.46
4767.09
4662.76
3633.16
1224.9
4475.05
3245.01
3159.57
3041.96
4143.39
436.524
-332.811
-452.727
-485.483
4648.13
4906.88
4932.07
4919.8
4936.17
4911.99
4900.26
4893
4891.47
4887.83
4884.62
4164.4
4921.52
4802.39
4967.63
4356.18
1950.89
3577.19
5493.66
3385.74
2549.42
5368.13
4500.74
2890.55
4341.02
3318.99
5426.71
5482.14
-1284.93
4741.09
4597.32
1631.38
4353.54
-2185.71
5473.64
5509.59
5453.58
4816.47
4264.54
2950.77
3680.08
3744.52
1721.68
-450.587
2362.42
1074.94
1059.89
802.31
1941.84
4968.19
4802.62
4704.09
4423.69
2843.42
2211.82
643.969
-919.624
-877.539
-773.259
2943.1
4436.06
3971.75
2804.98
-467.821
4880.84
-907.99
5040.83
5056.15
5013.39
4921.86
4892
4899.88
3585.48
3288
5404.7
5117.27
4474.05
5483.12
4207.46
4210.74
3490.45
4352.51
-450.284
3826.76
5340.55
5069.14
4801.29
4301.03
3549.55
2925.43
4230.68
4711.46
4584.49
2241.58
4897.05
4876.44
4886.24
2143.97
268.374
-3966.46
4884.54
-828.81
-871.437
5079.52
4973.18
4961.27
4887.24
3641.24
3494.22
4162.97
4433.75
4084.68
4999.33
5077.65
4869.92
4857.07
4273.48
4493.59
5286.61
3502.13
4190.39
4861.41
4300.48
5059.88
2520.1
4894.27
-3773.37
5033.41
4897.07
3983.47
4084.55
4273.32
4643.87
4513.73
4533.16
5130.3
2384.98
3932.48
4837.39
4154.51
3402.37
4918
-696.807
5026.77
4899.6
4166.2
4229.79
4345.06
4519.33
4488.15
4571.87
4198.97
1624.77
3906.75
4647.95
3993
2662.9
4923.39
-1904.11
4921.79
3979.93
4346.36
4471.01
4498.91
4046.84
4488.49
4197.66
2057.11
470.899
4700.34
5031.44
4938.24
-1934.73
4943.46
4204.65
4215.27
4091.23
4141.85
3982.96
1442.35
4525.19
4000.74
3026.58
2855.97
1033.23
3731.57
6896.31
4187.72
5159.51
5212.71
5117.24
4827.11
3122.97
2316.04
3853.77
5097.78
2619.81
3028.33
2938.98
4898.27
682.991
152.057
465.538
767.134
-56.646
1379.96
4921.58
4696.96
4675.52
4806.99
4833.6
4863.78
4875.5
4881.93
4886.38
4824.35
4845.51
4246.02
4853.65
3398.33
4893.86
3714.49
5066.85
5205.35
3249.61
2576.58
1520.61
3513.29
-185.791
1.83054
4681.28
4839.71
4888.05
4887.81
4842.53
3914.76
4317.12
-39.1971
4944.25
5257.19
3994.36
3130.54
1965.33
3363.41
3585.02
4609.38
426.723
4819.31
4892.27
4890.19
4822.9
4874.16
4729.14
4171.84
6665.07
4940.15
4659.95
4082.6
4525.9
1951.88
3365.4
4790.45
758.181
4957.96
4845.47
4904.8
4890.74
4855.74
4633.2
4950.36
4237.66
5049.75
5151.82
4246.24
1687.44
1532.86
282.689
4893.27
646.519
1051.97
5150.1
4866.51
4898.41
4890.29
3141.21
4748.05
3278.36
5000.28
4431.21
5221.82
2682.94
1417.27
4566.45
3085.13
-387.555
4874.88
4907.02
4889.92
4871.25
4763.37
4851.68
2540.49
3589.32
1714.13
2070.91
-0.54857
1803.87
1558.35
1233.02
1070.13
833.445
652.578
8.6493
2233.55
4447.24
4801.9
3658.13
4415.22
3985.28
281.034
-569.951
-603.38
-398.268
4495.46
-466.315
4790.85
4477.63
3390.18
2700.61
-638.115
-209.9
3693.17
907.832
-587.92
-649.326
4999.88
5079.71
5089.27
5095.85
4959.25
4918.95
4893.67
4902.14
4893.7
4890
5076.02
4936.24
4959.46
3880.13
3871.17
3894.3
3931.2
3231.2
4289.25
4671.13
2445
1489.47
515.871
4627.8
4579.89
3053.83
3916.37
4487.2
1218.82
4590.56
2399.99
717.855
4184.55
2289.51
807.042
4169.72
2113.92
490.993
4151.7
3557.99
424.622
4653.43
4674.15
1687.18
-152.437
2693.22
3305.2
2091.53
1159.59
4214.78
9.44478
4762.47
4756.86
4835.31
4853.72
4777.39
4810.34
4806.47
4854.18
2763.63
2486.18
1215.33
4729.48
4845.64
4865.32
4810.93
4985.07
4896.29
4150.11
2193.67
-516.524
4751.41
4851.65
4867.41
4794.22
4835.16
4876.77
4993.97
2905.37
2099.8
-930.68
4723.68
4821.64
4865.09
4869.25
4799.29
4853.09
5080.79
5016.61
5074.72
4012.51
2740.31
-1019.11
3651.79
4978.01
-671.171
1428.27
867.428
758.056
4429.26
3596.44
219.524
4842.73
4595.42
2665.75
-1593.14
4821.81
-511.089
4995.47
5038.19
5013.04
4906.76
4902.86
4891.98
5039.77
4208.27
5089.98
3760.05
5279.9
5431.68
5294.24
3032.03
2909.59
5158.67
5071.15
1997.06
3680.08
5217.83
5353.7
5049.03
4893.89
4892.87
4992.7
4933.65
4013.26
5098.5
5113.6
5270.34
5038.07
4435.96
2847.7
3284.97
5156.17
4819.07
4397.23
4698.51
4723.44
4735.59
4700.32
4489.99
3750.92
2021.57
3390.52
4875.52
2115.63
2087.84
4819.35
4868.34
5119.87
3908.66
1089.97
1147.84
780.565
971.081
4906.84
3672.03
-85.1764
3217.47
4404.62
-309.5
-492.554
