Cp
-0.6173
-0.477444
-0.308528
-0.406751
-0.203851
-0.268528
-0.268944
-0.322217
-0.24524
-0.252127
-0.260275
-0.308913
-0.426112
-0.262251
-0.263502
-0.308594
-0.270849
-0.261296
-0.3062
-0.404321
-0.201488
-0.270019
-0.407088
-0.211536
-0.282046
-0.313304
-0.328791
-0.229922
-0.259487
-0.485408
-0.252725
-0.284987
-0.281925
-0.369961
-0.204074
-0.26031
-0.267402
-0.291012
-0.280143
-0.277788
-0.259201
-0.232552
-0.282506
-0.408382
-0.239077
-0.27808
-0.281965
-0.318071
-0.51358
-0.227955
-0.259715
-0.279853
-0.362604
-0.285344
-0.252058
-0.282997
-0.483551
-0.26884
-0.274132
-0.212803
-0.233544
-0.36268
-0.272953
-0.235807
-0.381221
-0.266502
-0.278495
-0.274228
-0.270303
-0.25918
-0.241056
-0.286726
-0.287991
-0.437566
-0.289142
-0.282344
-0.261721
-0.280981
-0.258836
-0.276084
-0.424739
-0.2684
-0.260262
-0.220223
-0.495362
-0.274986
-0.255773
-0.288045
-0.261781
-0.358047
-0.360323
-0.3196
-0.339249
-0.345498
-0.0944159
-0.318733
-0.131742
-0.30239
-0.383111
-0.28103
-0.373835
-0.265727
-0.317802
-0.172624
-0.274986
-0.259155
-0.383896
-0.268679
-0.344746
-0.276801
-0.164828
-0.343362
-0.299661
-0.27768
-0.265724
-0.129631
-0.306247
-0.289866
-0.355224
-0.263187
-0.274883
-0.269172
-0.0883894
-0.0759618
-0.363122
-0.362255
-0.222893
-0.268247
-0.169329
-0.31069
-0.316567
-0.278639
-0.262873
-0.264211
-0.133038
-0.37174
-0.353569
-0.357112
-0.286549
-0.249341
-0.234518
-0.285752
-0.255538
-0.28911
-0.268877
-0.152754
-0.372034
-0.373123
-0.242364
-0.264908
-0.207767
-0.300789
-0.285737
-0.266274
-0.372351
-0.359193
-0.26352
-0.18543
-0.32133
-0.470321
-0.268677
-0.395518
-0.334356
-0.353585
-0.337428
-0.321554
-0.259389
-0.363383
-0.430355
-0.446912
-0.363814
-0.389723
-0.250798
-0.42504
-0.264027
-0.434041
-0.287336
-0.372706
-0.382758
-0.189425
-0.456885
-0.345552
-0.470233
-0.413731
-0.431872
-0.358604
-0.264297
-0.100441
-0.319645
-0.266951
-0.258685
-0.342379
-0.342253
-0.30182
-0.174082
-0.285789
-0.308298
-0.267501
-0.0807686
-0.366691
-0.263334
-0.172639
-0.263562
-0.263054
-0.131316
-0.361242
-0.261756
-0.21904
-0.336967
-0.266715
-0.145972
-0.367855
-0.271518
-0.303217
-0.298412
-0.137296
-0.337003
-0.187731
-0.37554
-0.379016
-0.0954421
-0.264023
-0.324543
-0.36683
-0.324848
-0.322374
-0.23678
-0.466173
-0.405179
-0.37891
-0.362534
-0.25671
-0.268944
-0.271816
-0.370015
-0.377808
-0.491983
-0.308522
-0.744633
-0.533103
-0.642547
-0.649425
-0.514967
-0.941151
-0.785181
-0.860972
-0.733703
-1.47318
-1.10959
-0.718036
-1.53058
-1.2164
-0.557246
-0.741497
-0.516504
-0.942799
-0.96135
-0.790571
-0.785227
-0.54378
-0.68453
-0.781051
-0.878353
-0.835408
-0.779336
-1.2821
-0.711993
-1.49358
-1.6682
-0.699452
-0.813659
-0.514324
-0.517273
-0.774563
-1.74583
-1.42312
-0.819309
-0.64189
-0.618139
-0.907144
-0.727054
-0.727462
-1.35141
-0.716104
-1.16189
-1.71257
-0.633093
-0.497005
-0.549225
-1.00137
-0.924004
-0.793838
-1.62024
-0.757601
-0.708705
-0.570891
-0.515905
-1.08975
-0.771778
-1.00214
-1.06208
-0.689984
-0.587285
-0.531645
-0.41798
-0.435447
-0.491506
-0.897575
-0.914302
-0.787189
-1.52033
-0.791897
-0.855241
-0.860056
-0.740288
-0.735521
-0.652465
-0.645852
-0.628906
-0.519548
-0.554075
-0.584118
-0.574143
-0.668353
-0.608592
-0.638626
-0.398257
-0.552064
-0.467719
-0.656997
-0.66872
-0.570289
-0.597494
-0.596845
-0.973111
-0.910398
-0.741884
-1.19815
-0.784341
-0.675839
-0.55143
-0.759282
-0.730727
-0.706429
-0.641427
-0.590826
-1.14395
-0.620139
-0.718708
-1.51416
-0.564378
-0.690128
-0.845653
-1.00103
-0.731375
-2.29562
-1.09265
-0.683115
-0.957878
-0.716603
-0.727654
-1.33886
-0.800226
-1.1998
-2.68864
-2.3188
-0.743506
-0.662333
-0.637269
-0.991199
-1.19711
-0.815433
-0.641919
-0.66334
-1.04002
-2.82406
-1.16208
-0.706106
-0.971238
-1.31163
-1.57157
-0.519574
-0.420449
-0.453887
-0.686143
-0.541576
-0.823587
-0.747355
-1.02719
-0.791864
-0.794901
-0.766145
-0.709065
-0.650269
-0.615923
-0.63756
-0.522793
-0.539119
-0.569382
-0.660312
-0.676472
-0.640504
-0.411086
-0.458165
-0.528983
-0.630984
-0.673804
-0.622829
-0.914615
-0.825481
-0.610046
-0.497617
-0.71401
-0.86845
-0.541146
-0.690188
-0.487066
-0.720558
-0.570811
-0.380636
-0.57613
-0.881795
-0.729215
-0.792831
-0.70191
-0.599803
-0.732912
-0.489694
-0.656469
-0.715543
-0.7916
-0.974376
-0.671198
-0.405724
-0.975094
-0.624935
-0.652375
-0.374521
-0.614221
-0.726734
-0.732894
-0.571141
-0.885233
-0.451134
-0.720401
-0.558354
-0.654484
-0.379437
-0.565257
-0.774509
-0.624849
-0.557522
-0.957332
-0.502051
-0.58975
-0.79641
-0.619154
-0.721024
-0.407997
-0.649269
-0.379561
-0.758518
-0.798675
-0.868746
-0.826532
-0.708656
-0.595728
-0.558317
-0.673065
-0.683165
-0.531543
-0.56442
-0.770747
-0.666167
-0.456137
-0.6472
-0.646483
-0.751655
-0.632074
-0.566427
-0.478247
-0.693312
-0.735324
-0.635773
-0.783294
-0.649
-0.547308
-0.723002
-0.753968
-0.787639
-0.841849
-0.734201
-0.751149
-0.627306
-0.61135
-0.554154
-0.637075
-0.714276
-0.692106
-0.543034
-0.572132
-0.821425
-0.817858
-0.673914
-0.473681
-0.648597
-0.645532
-0.653905
-0.759152
-0.642003
-0.593643
-0.466643
-0.517798
-0.679171
-0.738337
-0.653852
-0.720667
-0.792849
-0.674315
-0.725413
-0.564599
-0.715767
-0.719664
-0.784477
-0.801164
-0.637257
-0.605793
-0.665485
-0.682965
-0.720419
-0.557541
-0.565907
-0.802417
-0.768314
-0.647422
-0.649421
-0.653787
-0.742972
-0.739841
-0.736231
-0.597954
-0.587556
-0.539717
-0.692205
-0.71636
-0.694679
-0.787887
-0.618265
-0.669733
-0.610694
-0.790826
-0.650716
-0.754097
-0.64904
-0.606485
-0.710732
-0.728918
-0.778302
-0.744594
-0.803575
-0.620375
-0.630487
-0.680689
-0.67268
-0.705777
-0.709839
-0.589862
-0.586153
-0.536438
-0.786248
-0.766758
-0.64789
-0.649114
-0.665114
-0.660688
-0.746719
-0.727498
-0.727627
-0.644365
-0.638352
-0.568095
-0.584735
-0.685557
-0.71012
-0.703074
-0.695432
-0.741494
-0.676322
-0.685481
-0.586118
-0.653123
-0.775685
-0.746573
-0.758338
-0.654993
-0.663983
-0.702103
-0.68296
-0.702338
-0.742903
-0.712715
-0.639338
-0.615567
-0.662
-0.674793
-0.661056
-0.674909
-0.785884
-0.7586
-0.709674
-0.693065
-0.639086
-0.668247
-0.642662
-0.774981
-0.744892
-0.741909
-0.754516
-0.662707
-0.693593
-0.701716
-0.672446
-0.736166
-0.707516
-0.743961
-0.715953
-0.650738
-0.611925
-0.644727
-0.654412
-0.67263
-0.653637
-0.657409
-0.664702
-0.722807
-0.689675
-0.520533
-0.576135
-0.976421
-0.709623
-0.398295
-0.758308
-0.644808
-0.59058
-0.641798
-0.589844
-0.524221
-0.831587
-0.892762
-0.576792
-0.822214
-0.716938
-0.646501
-0.675136
-0.646639
-0.627803
-0.875468
-0.772177
-0.57695
-0.666538
-0.724749
-0.79644
-0.707977
-0.618276
-0.673133
-0.548414
-0.786932
-0.860552
-0.814132
-0.798364
-0.895898
-0.636617
-0.374123
-0.527791
-0.756387
-0.516137
-0.585598
-0.652409
-0.62738
-0.836564
-0.652429
-0.759831
-0.657559
-0.510759
-0.698498
-0.821254
-0.991686
-0.724426
-0.951189
-0.761631
-0.65806
-0.938275
-0.897482
-0.56309
-0.493581
-2.87535
-0.706129
-0.632211
-0.562351
-0.668625
-0.542352
-0.617664
-0.735435
-0.74005
-0.711357
-0.63782
-0.523805
-0.535062
-0.779397
-0.648709
-0.64762
-0.758609
-0.638883
-0.415768
-0.722278
-0.761786
-0.819732
-0.641118
-0.697608
-0.719524
-0.697166
-0.612324
-0.633432
-0.733147
-0.551213
-0.508023
-0.826726
-0.772507
-0.612678
-0.502593
-0.573888
-0.639977
-0.680513
-0.640621
-0.416081
-0.525218
-0.511747
-0.71691
-0.787709
-0.804323
-0.603213
-0.706208
-0.717437
-0.615203
-0.554741
-0.770509
-0.652243
-0.668301
-0.733794
-0.730376
-0.629043
-0.590856
-0.803027
-0.706872
-0.685916
-0.613533
-0.702294
-0.772335
-0.647329
-0.554695
-0.760348
-0.702116
-0.738756
-0.677001
-0.798833
-0.82127
-0.627095
-0.674661
-0.699217
-0.560358
-0.783971
-0.643959
-0.634264
-0.657898
-0.73047
-0.64459
-0.503427
-0.721779
-0.698919
-0.679143
-0.720104
-0.641008
-0.689252
-0.730672
-0.718879
-0.724482
-0.754721
-0.682447
-0.683194
-0.74769
-0.605705
-0.66097
-0.650876
-0.640478
-0.595134
-0.662323
-0.643676
-0.67924
-0.693191
-0.771591
-0.724771
-0.683569
-0.740044
-0.756424
-0.695374
-0.684178
-0.705754
-0.718692
-0.61807
-0.652442
-0.655474
-0.71575
-0.666619
-0.643282
-0.642779
-0.722596
-0.752942
-0.704935
-0.653231
-0.75097
-0.697318
-0.657047
-0.665333
-0.631185
-0.665348
-0.790671
-0.525615
-0.573484
-0.607543
-0.599232
-1.0163
-0.909529
-1.16009
-0.796278
-0.550705
-0.717125
-0.649565
-0.847417
-1.08212
-0.663631
-1.00877
-0.66725
-0.88029
-0.973918
-1.10328
-0.595334
-0.707301
-1.09335
-0.740546
-2.12587
-0.696799
-0.534071
-0.708492
-0.490088
-0.664558
-0.741647
-0.76719
-0.783586
-2.36617
-1.36546
-0.737431
-0.672181
-0.407918
-0.625408
-0.662074
-0.616919
-0.841306
-0.59432
-0.679143
-0.726046
-0.549925
-0.42593
-0.457268
-0.774509
-0.62761
-0.873787
-0.670223
-0.521616
-0.772177
-0.724832
-0.671693
-0.575959
-0.650169
-0.655071
-0.5505
-0.524679
-0.419643
-0.543204
-0.650833
-0.492202
-0.553968
-0.832383
-0.532111
-0.712381
-0.768577
-0.740288
-0.838478
-0.689331
-0.646881
-0.647961
-0.840282
-1.57572
-1.41342
-1.93348
-1.56385
-1.21556
-1.628
-1.39
-1.9754
-2.12095
-1.5614
-2.00657
-1.96841
-1.26732
-0.775142
-1.44138
-1.55211
-1.57481
-2.03686
-1.69125
-1.98641
-1.98674
-1.967
-2.09046
-1.32143
-1.94027
-1.22573
-1.35315
-1.44657
-1.53917
-0.791785
-0.710152
-1.97897
-1.42412
-1.46039
-2.05103
-1.81319
-1.61168
-1.3867
-2.13417
-2.07618
-1.26727
-1.34754
-1.94687
-0.794154
-1.54403
-1.43729
-1.67613
-1.43335
-1.46344
-1.71489
-1.986
-2.10871
-1.55605
-1.33564
-0.689694
-0.992575
-0.74604
-1.7059
-0.99502
-1.26295
-1.13807
-1.43047
-1.44581
-1.382
-1.75646
-2.02942
-1.48797
-1.42268
-1.51326
-0.84941
-0.705009
-0.732145
-0.710857
-0.713115
-0.735648
-0.77614
-0.76003
-0.775091
-0.698135
-0.799327
-0.801093
-0.802387
-0.787521
-1.42893
-0.698585
-0.79887
-1.44975
-0.791091
-0.772316
-0.699197
-1.87388
-1.72575
-1.41405
-2.12201
-1.96638
-1.18306
-1.3898
-1.31307
-0.773883
-1.72246
-1.49832
-1.98598
-1.66655
-1.53698
-1.06524
-1.11811
-1.33425
-1.32427
-1.65676
-1.53806
-0.718699
-0.697251
-0.748083
-1.97576
-2.05342
-1.81408
-2.11715
-2.11072
-0.778402
-2.04793
-1.98344
-1.70138
-1.7937
-1.74287
-1.72701
-1.6912
-0.692454
-1.0888
-0.749254
-1.27919
-1.03148
-1.45751
-1.95151
-2.86124
-2.36703
-1.51829
-1.50002
-0.805117
-0.736687
-0.738535
-0.755191
-0.784195
-0.77599
-0.743432
-0.735552
-0.781517
-0.778882
-1.23706
-1.21351
-0.715627
-1.33349
-1.30446
-1.19638
-1.31668
-0.719047
-1.08778
-0.789309
-0.784273
-0.735116
-0.712755
-0.769228
-1.28303
-1.19258
-1.08521
-1.03835
-1.42368
-0.741052
-1.13119
-0.936996
-1.23613
-0.849495
-0.783214
-1.21949
-1.0432
-1.24362
-1.06617
-0.959474
-1.10677
-0.822345
-0.759045
-0.69749
-1.28199
-1.24062
-1.05083
-1.17131
-0.962284
-0.7708
-0.708932
-0.713265
-1.1451
-1.12024
-0.692771
-0.711582
-0.764458
-0.692059
-1.11957
-1.13885
-0.983902
-0.889507
-0.940936
-0.855792
-0.794913
-0.993163
-1.05171
-1.18142
-1.16621
-0.99434
-0.810688
-0.788933
-1.30661
-0.725029
-0.936515
-1.1672
-0.852548
-0.829898
-0.712149
-0.772118
-0.72818
-0.705106
-1.11548
-1.17283
-1.19591
-1.16379
-0.946213
-0.912321
-0.888847
-0.868868
-0.706713
-0.942948
-1.07782
-1.20123
-1.14611
-1.18231
-1.12174
-0.868783
-0.783216
-0.692541
-0.755643
-0.76296
-0.732023
-0.718831
-0.702369
-0.705346
-0.693134
-0.721906
-1.57663
-1.51671
-1.49059
-1.47663
-1.44224
-1.48617
-0.688809
-1.44381
-0.920552
-0.759113
-0.712269
-1.47132
-0.726362
-1.29761
-1.30709
-1.43511
-1.3118
-0.704824
-0.771044
-0.780422
-0.74965
-0.759199
-1.04247
-1.17319
-0.933695
-0.770016
-0.788574
-0.721344
-0.969624
-1.1101
-0.847586
-0.927385
-1.17631
-1.19357
-1.08234
-0.886442
-0.780141
-0.69372
-1.10995
-0.952755
-1.21028
-1.71106
-1.27479
-1.51472
-1.53987
-1.72101
-1.77737
-0.692075
-1.45618
-2.07578
-0.925613
-0.736862
-0.792866
-0.709756
-1.30394
-0.727303
-0.701236
-1.10853
-1.13299
-0.832753
-1.05749
-1.33229
-0.730002
-0.764329
-0.719924
-1.05438
-1.17912
-0.841262
-0.896982
-0.777335
-0.785849
-1.01098
-1.19755
-1.15161
-0.886372
-0.8597
-0.906269
-0.713212
-0.748744
-0.690187
-1.06469
-1.12559
-0.767428
-0.784238
-1.25275
-0.722255
-0.722472
-1.16247
-1.06481
-0.743246
-0.768903
-0.717944
-0.735069
-0.789064
-0.532702
-1.96551
-0.785248
-0.702264
-1.38289
-0.702022
-1.3898
-1.02606
-1.11126
-1.37924
-1.95878
-0.748825
-1.23055
-1.43985
-1.39166
-1.09639
-0.736099
-1.09615
-0.750278
-0.784143
-0.728327
-0.705844
-1.42326
-1.43537
-1.36795
-1.27818
-0.890967
-1.44576
-0.709517
-0.775614
-1.17636
-0.973982
-1.65943
-0.843821
-1.44206
-1.24362
-1.16289
-1.43558
-1.42268
-0.758016
-1.40696
-1.37699
-1.20577
-0.765482
-1.37228
-1.50615
-0.745629
-1.48072
-1.40946
-1.31965
-1.35832
-1.4575
-1.26269
-0.795949
-1.39445
-1.42819
-0.705658
-0.707555
-1.50161
-1.3867
-1.45398
-2.9581
-3.0053
-3.20033
-3.13427
-2.95076
-2.84783
-2.45627
-2.71609
-2.95843
-3.06547
-2.4859
-2.66694
-2.6503
-3.43933
-3.25998
-3.30562
-3.43721
-3.43319
-3.46759
-3.40092
-3.17401
-3.21766
-3.28458
-3.36481
-3.35626
-2.25535
-2.01997
-5.44437
-5.32773
-5.6232
-2.19699
-2.58571
-3.00158
-2.81718
-2.76003
-2.6471
-2.69901
-5.1668
-5.66217
-2.80757
-2.80229
-2.83019
-2.02459
-1.95619
-1.70203
-1.84706
-3.08067
-3.07733
-2.85095
-2.82497
-2.54887
-2.71111
-2.90407
-2.40671
-3.36342
-3.36721
-3.34538
-3.43273
-3.48445
-3.4919
-3.07006
-3.12945
-2.98769
-3.29796
-3.37218
-2.89195
-2.86329
-2.65461
-2.72197
-3.361
-4.0991
-3.83292
-2.79753
-2.85556
-2.67303
-2.74046
-2.38556
-2.49246
-2.5966
-1.88166
-1.49349
-1.46791
-2.82638
-2.88425
-2.84833
-3.52629
-3.66096
-2.83572
-2.72632
-1.74876
-2.80799
-2.10022
-3.11171
-2.73106
-2.9007
-2.88304
-4.8026
-2.96934
-3.00149
-2.91154
-2.8265
-2.48107
-3.01439
-3.19378
-2.74537
-3.11256
-2.67496
-2.73721
-3.42697
-3.42649
-3.43429
-3.20417
-3.21705
-3.37911
-2.07977
-6.72821
-6.76219
-6.6953
-6.96238
-2.34118
-2.37356
-2.51089
-3.00409
-2.71049
-2.72858
-5.35089
-6.02286
-6.78281
-2.79939
-2.84253
-1.96752
-2.05969
-1.89221
-1.61804
-1.8265
-3.00279
-2.7915
-2.77997
-2.50678
-2.50887
-3.38412
-3.47449
-3.44416
-3.08796
-2.97467
-3.28787
-2.75894
-2.62791
-3.01742
-4.04912
-2.79392
-2.77889
-2.44327
-2.59355
-1.61483
-1.50884
-4.00544
-4.79196
