"Cp","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2","RegionId","U:0","U:1","U:2","k","p","vorticity:0","vorticity:1","vorticity:2","wallShearStress:0","wallShearStress:1","wallShearStress:2","yPlus"
-0.28202,-0.82433,0.5464,-0.14809,-0.74946,0.3,0.23357,0,0,0,0,47.278,-1287.4,-91870,-78372,3.3564e+05,-9.7708,-8.7736,-4.3862,26.215
-0.72866,-0.82424,0.54625,-0.1491,-0.74959,0.3,0.2343,0,0,0,0,72.464,-3326.3,-88053,-74196,3.9935e+05,-28.164,-2.1165,-5.3534,30.788
-0.29325,-0.82452,0.54713,-0.14428,-0.74945,0.3,0.23348,0,0,0,0,45.973,-1338.6,-84746,-53811,3.3195e+05,-9.535,-8.6917,-3.3147,25.644
-1.1774,-0.82426,0.54623,-0.14911,-0.74971,0.3,0.23495,0,0,0,0,91.129,-5374.6,-68025,-10825,4.4803e+05,-43.964,4.2208,-4.3279,33.893
-0.39073,-0.82488,0.54727,-0.14168,-0.74941,0.3,0.23327,0,0,0,0,49.785,-1783.7,-1.025e+05,-63163,3.4515e+05,-13.283,-7.1235,-5.0879,26.519
-0.50597,-0.8255,0.54719,-0.13834,-0.74933,0.3,0.23278,0,0,0,0,50.572,-2309.7,-1.2322e+05,-45296,3.4994e+05,-16.378,-5.3231,-6.7089,26.811
-0.68689,-0.82577,0.54706,-0.13725,-0.74922,0.3,0.23215,0,0,0,0,60.653,-3135.6,-1.6758e+05,-99158,3.7761e+05,-25.601,-2.0078,-11.501,29.514
-0.72788,-0.8258,0.54706,-0.13705,-0.74919,0.3,0.23197,0,0,0,0,62.883,-3322.7,-1.7741e+05,-1.087e+05,3.8374e+05,-27.541,-1.2527,-12.493,30.033
-0.29111,-0.027591,1.4128e-05,-0.99962,-0.3108,0.3,0.36402,0,0,0,0,16.169,-1328.9,-1.3517e+05,8.269e+05,40113,-25.045,-3.7959,-0.55526,70.358
-0.29643,-0.027602,1.1635e-05,-0.99962,-0.31,0.3,0.364,0,0,0,0,19.251,-1353.2,4007.4,1.3051e+05,-2694.3,-17.321,-1.6844,-1.5081,130.76
-0.29417,-0.027582,1.2295e-05,-0.99962,-0.31147,0.3,0.36404,0,0,0,0,18.284,-1342.9,-1.9939e+05,1.0911e+06,47376,-26.853,-4.9817,0.47609,15.049
-0.30083,-0.027597,2.7295e-06,-0.99962,-0.3122,0.3,0.36406,0,0,0,0,13.698,-1373.3,-1.7505e+05,9.2706e+05,26833,-23.168,-4.4695,1.0716,14.942
-0.29513,-0.027605,-1.3792e-05,-0.99962,-0.31294,0.3,0.36408,0,0,0,0,2.7108,-1347.3,-2.6575e+05,1.3113e+06,53509,-26.479,-5.4407,1.2906,8.1941
-0.28688,-0.027598,-1.8914e-05,-0.99962,-0.31369,0.3,0.3641,0,0,0,0,1.0353,-1309.6,-3.2582e+05,1.4488e+06,63641,-27.386,-6.2246,0.9553,5.3919
-0.28972,-0.027591,-8.6877e-06,-0.99962,-0.31444,0.3,0.36412,0,0,0,0,0.35061,-1322.6,-3.3146e+05,1.2161e+06,48380,-22.424,-6.1475,0.80708,3.3486
-0.29504,-0.027597,-1.521e-05,-0.99962,-0.31519,0.3,0.36414,0,0,0,0,0.11859,-1346.8,-2.8957e+05,9.12e+05,32193,-16.718,-5.334,0.60187,2.4886
-0.29122,-0.027598,-2.5762e-05,-0.99962,-0.31594,0.3,0.36416,0,0,0,0,0.10014,-1329.4,-2.7111e+05,8.5091e+05,29754,-15.598,-4.9885,0.4582,2.4089
-0.28691,-0.027592,-1.9178e-05,-0.99962,-0.31668,0.3,0.36418,0,0,0,0,0.098288,-1309.7,-2.8835e+05,8.2531e+05,29570,-15.129,-5.3033,0.40881,2.3776
-0.28265,-0.02759,-1.1234e-05,-0.99962,-0.31743,0.3,0.36421,0,0,0,0,0.098033,-1290.3,-3.072e+05,7.7864e+05,27779,-14.27,-5.6473,0.31301,2.301
-0.29002,-0.027586,-9.8406e-06,-0.99962,-0.31816,0.3,0.36423,0,0,0,0,0.1006,-1323.9,-2.1668e+05,7.4696e+05,23340,-13.672,-4.0116,0.44579,2.2065
-0.40214,-0.084984,0.00025663,-0.99638,-0.33614,0.3,0.3654,1,0,0,0,0.073277,-1835.7,-17755,7.1741e+05,21286,-13.248,-0.43808,-0.34791,2.1147
-0.39372,-0.084979,0.00026959,-0.99638,-0.3354,0.3,0.36534,1,0,0,0,0.070935,-1797.3,30203,6.883e+05,14730,-12.718,0.57044,-0.17706,2.0591
-0.40641,-0.084987,0.00026331,-0.99638,-0.33689,0.3,0.36546,1,0,0,0,0.074101,-1855.2,-42440,7.2574e+05,23931,-13.401,-0.89013,-0.38969,2.139
-0.37538,-0.076195,0.0001417,-0.99709,-0.33466,0.3,0.36527,1,0,0,0,0.068194,-1713.6,1.3514e+05,6.4041e+05,-11953,-11.79,2.5835,0.17859,2.003
-0.40468,-0.084975,0.00026408,-0.99638,-0.33763,0.3,0.36553,1,0,0,0,0.07478,-1847.3,24688,7.2441e+05,17683,-13.348,0.35812,-0.1001,2.1409
-0.36295,-0.066447,6.7895e-05,-0.99779,-0.33391,0.3,0.36522,1,0,0,0,0.066153,-1656.8,1.328e+05,6.5983e+05,-9706.6,-12.114,2.4281,0.23063,2.0176
-0.40562,-0.084974,0.00025811,-0.99638,-0.33837,0.3,0.36559,1,0,0,0,0.079702,-1851.6,2.1298e+05,7.0007e+05,-20103,-12.867,3.9107,0.229,2.1414
-0.36635,-0.065487,0.00014259,-0.99785,-0.33317,0.3,0.36517,1,0,0,0,0.066619,-1672.3,-7360.6,7.1684e+05,19808,-13.193,-0.22416,-0.15224,2.0645
-0.42717,-0.084982,0.00025913,-0.99638,-0.3391,0.3,0.36565,1,0,0,0,0.09489,-1950,1.361e+05,7.5216e+05,-13057,-13.866,2.4713,-0.25141,2.1919
-0.36881,-0.065493,0.00016067,-0.99785,-0.33242,0.3,0.36512,1,0,0,0,0.067944,-1683.6,-64590,7.3069e+05,24290,-13.464,-1.2822,-0.39885,2.0833
-0.36672,-0.06549,0.00017149,-0.99785,-0.33169,0.3,0.36508,1,0,0,0,0.066669,-1674,-42213,7.2579e+05,22112,-13.394,-0.87363,-0.46925,2.0897
-0.36008,-0.065476,0.00016653,-0.99785,-0.33099,0.3,0.36503,1,0,0,0,0.059229,-1643.7,1.5349e+05,7.1232e+05,8801.5,-13.131,2.821,-0.079273,2.1583
-0.36842,-0.065474,0.0001601,-0.99785,-0.33043,0.3,0.36499,1,0,0,0,0.062537,-1681.8,1.4037e+05,7.2501e+05,10057,-13.339,2.5869,0.0010478,2.1848
-0.33076,-0.06549,0.00014958,-0.99785,-0.32343,0.3,0.36453,2,0,0,0,0.067559,-1509.9,3261.6,6.875e+05,6086.7,-12.636,0.14768,0.41118,2.0756
-0.32532,-0.065491,0.00016571,-0.99785,-0.32268,0.3,0.36449,2,0,0,0,0.066328,-1485,15286,6.7351e+05,-11331,-12.367,0.35374,0.53045,2.048
-0.3359,-0.065489,0.00013924,-0.99785,-0.32417,0.3,0.36458,2,0,0,0,0.069496,-1533.3,-15325,7.0015e+05,14513,-12.87,-0.27174,0.28166,2.1003
-0.31951,-0.065493,0.00016977,-0.99785,-0.32194,0.3,0.36444,2,0,0,0,0.064366,-1458.5,29989,6.5856e+05,-26730,-12.064,0.52397,0.674,2.0177
-0.34027,-0.065486,0.00014865,-0.99785,-0.32492,0.3,0.36463,2,0,0,0,0.073308,-1553.3,-39194,7.1427e+05,21810,-13.125,-0.78797,0.19631,2.127
-0.3138,-0.065486,0.00017465,-0.99785,-0.32119,0.3,0.36439,2,0,0,0,0.06297,-1432.5,19312,6.4904e+05,-24870,-11.866,0.23815,0.72357,2.0002
-0.34334,-0.065491,0.00015918,-0.99785,-0.32566,0.3,0.36468,2,0,0,0,0.076992,-1567.3,-47305,7.1801e+05,22837,-13.192,-0.93559,0.19417,2.1426
-0.30742,-0.065489,0.00017929,-0.99785,-0.32046,0.3,0.36434,2,0,0,0,0.063568,-1403.3,-11050,6.3792e+05,-21966,-11.652,-0.28051,0.73907,1.9953
-0.34639,-0.065485,0.00015773,-0.99785,-0.32641,0.3,0.36473,2,0,0,0,0.077276,-1581.2,-63776,7.1744e+05,25245,-13.186,-1.2415,0.12941,2.1559
-0.3015,-0.065502,0.00017537,-0.99785,-0.31976,0.3,0.36429,2,0,0,0,0.068946,-1376.3,-24822,6.4222e+05,-21883,-11.747,-0.45723,0.80204,2.0332
-0.34811,-0.065491,0.00015084,-0.99785,-0.32715,0.3,0.36478,2,0,0,0,0.07522,-1589.1,-63200,7.1194e+05,25793,-13.086,-1.2303,0.11957,2.1572
-0.29902,-0.06551,0.00017181,-0.99785,-0.3192,0.3,0.36426,2,0,0,0,0.088352,-1365,-64823,6.9924e+05,-1583.4,-12.8,-1.2045,0.76447,2.1172
-0.34742,-0.065491,0.00014904,-0.99785,-0.3279,0.3,0.36483,2,0,0,0,0.073866,-1586,-5500.3,6.9808e+05,20185,-12.825,-0.085966,0.25363,2.1351
-0.34948,-0.065488,0.00014965,-0.99785,-0.32864,0.3,0.36488,2,0,0,0,0.074278,-1595.4,1.0143e+05,6.5887e+05,-8296.8,-12.089,1.9398,0.33296,2.068
-0.367,-0.065499,0.00014934,-0.99785,-0.32937,0.3,0.36492,2,0,0,0,0.073297,-1675.3,59637,6.8636e+05,-5101.4,-12.607,1.0815,-0.0013683,2.0811
-0.59828,0.42035,-1.0455e-05,-0.90736,-0.48492,0.3,0.36511,3,0,0,0,1.3815,-2731.1,-1.0918e+06,3.2299e+06,-4.2943e+05,-54.478,-21.522,-25.656,4.6913
-0.50167,0.42035,-1.0451e-05,-0.90736,-0.48445,0.3,0.36533,3,0,0,0,1.5202,-2290.1,-1.1685e+06,3.2145e+06,-4.5192e+05,-54.657,-23.041,-24.517,4.7067
-0.73109,-0.052789,-0.00057939,-0.99861,-0.40727,0.3,0.37088,4,0,0,0,0.22758,-3337.4,-65872,1.2537e+06,39798,-23.274,-0.93835,-2.8233,2.8648
-0.72712,-0.05279,-0.00058306,-0.99861,-0.40652,0.3,0.37084,4,0,0,0,0.22903,-3319.2,-93048,1.2481e+06,40916,-23.19,-1.4501,-2.7566,2.8629
-0.73325,-0.052802,-0.00057244,-0.9986,-0.40801,0.3,0.37092,4,0,0,0,0.22721,-3347.2,1.1504e+05,1.2705e+06,30921,-23.525,2.3891,-2.6538,2.8665
-0.7218,-0.052809,-0.0005773,-0.9986,-0.40577,0.3,0.3708,4,0,0,0,0.23043,-3294.9,-93227,1.2479e+06,40949,-23.18,-1.4888,-2.6676,2.8548
-0.74649,-0.052797,-0.00057395,-0.99861,-0.40873,0.3,0.37096,4,0,0,0,0.23648,-3407.7,4.5944e+05,1.3416e+06,13906,-24.821,8.7371,-2.852,2.9837
-0.71699,-0.052802,-0.00057562,-0.9986,-0.40502,0.3,0.37076,4,0,0,0,0.23226,-3273,-1.0222e+05,1.2516e+06,41476,-23.238,-1.6948,-2.599,2.8486
-0.71452,-0.052796,-0.00057695,-0.99861,-0.40428,0.3,0.37072,4,0,0,0,0.23346,-3261.7,-1.2206e+05,1.2577e+06,42391,-23.342,-2.0724,-2.5818,2.8441
-0.71489,-0.052791,-0.00057926,-0.99861,-0.40353,0.3,0.37068,4,0,0,0,0.22913,-3263.4,-1.3589e+05,1.2623e+06,42782,-23.425,-2.2805,-2.6526,2.8368
-0.71562,-0.052804,-0.00058279,-0.9986,-0.40278,0.3,0.37064,4,0,0,0,0.21826,-3266.7,-1.3257e+05,1.2605e+06,42354,-23.396,-2.173,-2.7911,2.8253
-0.71294,-0.052799,-0.00059281,-0.99861,-0.40204,0.3,0.3706,4,0,0,0,0.20821,-3254.5,-94440,1.2532e+06,40397,-23.265,-1.4662,-2.8911,2.8104
-0.70817,-0.052796,-0.00059946,-0.99861,-0.40129,0.3,0.37056,4,0,0,0,0.204,-3232.7,-59736,1.2497e+06,38866,-23.209,-0.82565,-2.9282,2.8005
-0.70527,-0.052801,-0.00059302,-0.9986,-0.40055,0.3,0.37052,4,0,0,0,0.20272,-3219.5,-64232,1.2538e+06,39423,-23.294,-0.90639,-2.9686,2.7983
-0.70531,-0.052798,-0.00058487,-0.99861,-0.3998,0.3,0.37049,4,0,0,0,0.20106,-3219.7,-64089,1.2612e+06,39693,-23.436,-0.89998,-3.0454,2.7966
-0.70741,-0.052804,-0.00058212,-0.9986,-0.39905,0.3,0.37045,4,0,0,0,0.19994,-3229.3,-42999,1.2719e+06,38720,-23.639,-0.50429,-3.137,2.7965
-0.71129,-0.052792,-0.00057411,-0.99861,-0.39831,0.3,0.37041,4,0,0,0,0.19963,-3247,7740.7,1.2894e+06,36438,-23.959,0.44033,-3.2728,2.805
-0.71938,-0.052793,-0.00056273,-0.99861,-0.39756,0.3,0.37037,4,0,0,0,0.19834,-3283.9,1.077e+05,1.318e+06,31992,-24.488,2.2958,-3.5207,2.8398
-0.73511,-0.052807,-0.00056554,-0.9986,-0.39683,0.3,0.37033,4,0,0,0,0.19662,-3355.7,3.3277e+05,1.3823e+06,22605,-25.705,6.4681,-4.0105,2.9705
-0.76912,-0.059587,-0.00026735,-0.99822,-0.39613,0.3,0.37029,4,0,0,0,0.20799,-3510.9,3.3715e+05,1.4948e+06,25115,-27.967,6.6439,-5.4837,3.1468
-0.79728,-0.066359,3.793e-05,-0.9978,-0.39557,0.3,0.37025,4,0,0,0,0.24698,-3639.5,42829,1.5034e+06,39313,-28.213,1.247,-5.9149,3.0969
-0.62026,0.077387,-6.7805e-06,-0.997,-0.45527,0.3,0.37092,5,0,0,0,0.086386,-2831.4,3.8602e+05,1.1594e+06,62235,-20.937,7.322,-5.375,2.7877
-0.63984,0.07738,-1.0939e-05,-0.997,-0.456,0.3,0.37086,5,0,0,0,0.074381,-2920.8,1.3323e+05,1.1039e+06,42686,-19.808,2.693,-6.1426,2.6643
-0.63569,0.077373,-1.3323e-05,-0.997,-0.45674,0.3,0.37081,5,0,0,0,0.072977,-2901.9,1.8069e+05,1.0891e+06,46352,-19.518,3.5544,-5.834,2.6725
-0.63915,0.07738,-1.7579e-05,-0.997,-0.45748,0.3,0.37075,5,0,0,0,0.075369,-2917.6,2.2395e+05,1.0941e+06,49876,-19.6,4.3489,-5.8013,2.6839
-0.64877,0.077391,-2.3675e-05,-0.997,-0.45823,0.3,0.37069,5,0,0,0,0.079541,-2961.6,3.1312e+05,1.1108e+06,57125,-19.925,5.9955,-5.8714,2.7139
-0.66476,0.077381,-1.8349e-05,-0.997,-0.45897,0.3,0.37063,5,0,0,0,0.085804,-3034.6,3.8942e+05,1.1365e+06,63459,-20.393,7.4147,-6.181,2.7516
-0.68766,0.077375,-1.1804e-05,-0.997,-0.45972,0.3,0.37057,5,0,0,0,0.094502,-3139.1,3.9612e+05,1.1737e+06,64975,-21.029,7.5695,-6.8842,2.7851
-0.71277,0.07739,-1.1354e-05,-0.997,-0.46046,0.3,0.37052,5,0,0,0,0.10342,-3253.7,2.9881e+05,1.2293e+06,60806,-21.974,5.8284,-7.9404,2.8241
-0.71176,0.083592,-0.00081474,-0.9965,-0.46119,0.3,0.37046,5,0,0,0,0.11288,-3249.1,4.3912e+05,1.3274e+06,79854,-23.738,8.4517,-8.3704,3.0005
-0.64492,0.11491,-0.00092186,-0.99338,-0.46188,0.3,0.3704,5,0,0,0,0.11996,-2944,9.9948e+05,1.4567e+06,1.7057e+05,-26.16,18.864,-7.4275,3.4199
-0.57177,0.13997,-0.00022574,-0.99016,-0.46244,0.3,0.37032,5,0,0,0,0.10544,-2610.1,1.0002e+06,1.3185e+06,1.7801e+05,-23.729,18.821,-5.629,3.2589
-0.73942,-0.018468,-0.00029745,-0.99983,-0.41927,0.3,0.37142,6,0,0,0,0.21109,-3375.4,-37996,1.2908e+06,35333,-23.784,-0.47627,-3.858,2.8421
-0.7444,-0.018471,-0.00030552,-0.99983,-0.41852,0.3,0.37141,6,0,0,0,0.20555,-3398.1,11194,1.2869e+06,34273,-23.712,0.42797,-3.7906,2.8436
-0.73872,-0.018473,-0.00028101,-0.99983,-0.42001,0.3,0.37143,6,0,0,0,0.21375,-3372.2,-63550,1.3054e+06,35988,-24.053,-0.94563,-3.9415,2.84
-0.75366,-0.018475,-0.00029605,-0.99983,-0.41777,0.3,0.37139,6,0,0,0,0.19631,-3440.4,1.6123e+05,1.3011e+06,31877,-23.977,3.1849,-3.7139,2.8718
-0.74066,-0.018481,-0.0002899,-0.99983,-0.42076,0.3,0.37145,6,0,0,0,0.21453,-3381.1,-76549,1.3222e+06,36435,-24.365,-1.1809,-4.0559,2.8416
-0.77596,-0.024342,-0.00045455,-0.9997,-0.41702,0.3,0.37138,6,0,0,0,0.18554,-3542.2,3.7313e+05,1.3418e+06,26277,-24.761,7.094,-3.6772,2.9498
-0.74193,-0.018466,-0.00030608,-0.99983,-0.42151,0.3,0.37146,6,0,0,0,0.21441,-3386.8,-84269,1.3284e+06,36633,-24.486,-1.3213,-4.0958,2.8415
-0.8157,-0.041505,-0.00059731,-0.99914,-0.41626,0.3,0.37136,6,0,0,0,0.19083,-3723.6,2.3985e+05,1.3572e+06,29180,-25.18,4.6968,-4.1161,2.9482
-0.74251,-0.018467,-0.00031792,-0.99983,-0.42226,0.3,0.37148,6,0,0,0,0.21441,-3389.5,-86188,1.3282e+06,36633,-24.487,-1.357,-4.0861,2.8412
-0.83412,-0.052795,-0.0005809,-0.99861,-0.41552,0.3,0.37132,6,0,0,0,0.21005,-3807.7,16503,1.3482e+06,35614,-25.122,0.63211,-4.4793,2.8944
-0.74313,-0.018474,-0.00032165,-0.99983,-0.42301,0.3,0.37149,6,0,0,0,0.21421,-3392.3,-84614,1.3256e+06,36520,-24.443,-1.3291,-4.0631,2.8408
-0.8243,-0.052791,-0.000588,-0.99861,-0.41477,0.3,0.37128,6,0,0,0,0.22171,-3762.9,16044,1.3537e+06,35393,-25.227,0.62872,-4.3784,2.889
-0.74413,-0.018463,-0.00030703,-0.99983,-0.42376,0.3,0.3715,6,0,0,0,0.21386,-3396.9,-81840,1.323e+06,36377,-24.395,-1.2788,-4.0466,2.841
-0.81568,-0.052797,-0.00059069,-0.99861,-0.41402,0.3,0.37124,6,0,0,0,0.22535,-3723.5,311.12,1.362e+06,36643,-25.38,0.34161,-4.3584,2.8851
-0.74564,-0.018462,-0.00028287,-0.99983,-0.4245,0.3,0.37152,6,0,0,0,0.21325,-3403.8,-78027,1.3204e+06,36216,-24.348,-1.2092,-4.0357,2.8414
-0.81028,-0.052796,-0.00057116,-0.99861,-0.41328,0.3,0.3712,6,0,0,0,0.22717,-3698.9,-31666,1.3729e+06,38816,-25.584,-0.24304,-4.419,2.8837
-0.74768,-0.018472,-0.00027026,-0.99983,-0.42525,0.3,0.37153,6,0,0,0,0.21242,-3413.1,-73473,1.3183e+06,36048,-24.308,-1.1258,-4.0311,2.8422
-0.80751,-0.052794,-0.00055771,-0.99861,-0.41253,0.3,0.37116,6,0,0,0,0.22911,-3686.2,-50840,1.3867e+06,40264,-25.839,-0.58919,-4.5262,2.8868
-0.7503,-0.018482,-0.00027988,-0.99983,-0.426,0.3,0.37155,6,0,0,0,0.21139,-3425,-68516,1.3165e+06,35887,-24.275,-1.0347,-4.0342,2.8434
-0.80822,-0.052793,-0.00056993,-0.99861,-0.41179,0.3,0.37112,6,0,0,0,0.23067,-3689.4,-12624,1.4046e+06,38769,-26.175,0.12752,-4.7483,2.9035
-0.75345,-0.018482,-0.00030041,-0.99983,-0.42675,0.3,0.37156,6,0,0,0,0.21022,-3439.4,-62575,1.3152e+06,35720,-24.253,-0.92496,-4.0468,2.8451
-0.8157,-0.052812,-0.00057708,-0.9986,-0.41105,0.3,0.37108,6,0,0,0,0.23197,-3723.6,33761,1.4296e+06,37442,-26.675,1.0196,-5.4706,2.9568
-0.75719,-0.018472,-0.00030971,-0.99983,-0.4275,0.3,0.37157,6,0,0,0,0.2089,-3456.5,-55859,1.3145e+06,35558,-24.241,-0.80047,-4.0706,2.8475
-0.82605,-0.052809,-0.00057649,-0.9986,-0.41035,0.3,0.37104,6,0,0,0,0.23161,-3770.8,22951,1.5109e+06,41365,-28.31,0.90159,-7.2885,3.1172
-0.76154,-0.018472,-0.00030768,-0.99983,-0.42825,0.3,0.37159,6,0,0,0,0.20751,-3476.3,-47885,1.3144e+06,35386,-24.239,-0.65249,-4.1024,2.8505
-0.79465,-0.052792,-0.00057726,-0.99861,-0.40979,0.3,0.37101,6,0,0,0,0.23795,-3627.5,3.3011e+05,1.489e+06,24600,-27.784,6.4876,-5.8897,3.1675
-0.76654,-0.01847,-0.00030629,-0.99983,-0.429,0.3,0.3716,6,0,0,0,0.20607,-3499.2,-39342,1.315e+06,35230,-24.251,-0.49365,-4.1416,2.8543
-0.7721,-0.018466,-0.00030777,-0.99983,-0.42974,0.3,0.37161,6,0,0,0,0.20456,-3524.6,-29486,1.3163e+06,35065,-24.276,-0.31003,-4.1993,2.8588
-0.77827,-0.018468,-0.00030962,-0.99983,-0.43049,0.3,0.37163,6,0,0,0,0.20283,-3552.7,-14272,1.318e+06,34785,-24.308,-0.027282,-4.2492,2.8641
-0.7853,-0.018471,-0.00030764,-0.99983,-0.43124,0.3,0.37164,6,0,0,0,0.201,-3584.8,7106.2,1.3201e+06,34403,-24.348,0.36904,-4.3086,2.8699
-0.79365,-0.01847,-0.00030269,-0.99983,-0.43199,0.3,0.37166,6,0,0,0,0.19917,-3622.9,34213,1.3227e+06,33947,-24.399,0.87096,-4.4005,2.8771
-0.80383,-0.018472,-0.00028769,-0.99983,-0.43274,0.3,0.37167,6,0,0,0,0.19733,-3669.4,66740,1.3259e+06,33405,-24.46,1.4728,-4.5142,2.8857
-0.81666,-0.018478,-0.00026999,-0.99983,-0.43349,0.3,0.37168,6,0,0,0,0.19485,-3728,76795,1.332e+06,33328,-24.577,1.6624,-4.6701,2.8971
-0.82998,-0.018478,-0.000272,-0.99983,-0.43424,0.3,0.3717,6,0,0,0,0.1838,-3788.8,68879,1.3411e+06,34279,-24.751,1.5176,-4.9138,2.9101
-0.80837,-0.0038082,-0.00046819,-0.99999,-0.43498,0.3,0.37171,6,0,0,0,0.16241,-3690.1,3.2421e+05,1.3708e+06,38915,-25.227,6.168,-4.6321,2.9988
-0.76439,0.018164,-0.00059259,-0.99983,-0.43575,0.3,0.3717,6,0,0,0,0.15376,-3489.4,4.4479e+05,1.3535e+06,42327,-24.79,8.3414,-4.2908,2.9924
-0.74196,0.025484,-0.0005272,-0.99968,-0.4365,0.3,0.37168,6,0,0,0,0.16076,-3387,1.9521e+05,1.2974e+06,38730,-23.706,3.7548,-4.4913,2.8697
-0.73233,0.025486,-0.00052399,-0.99968,-0.43725,0.3,0.37166,6,0,0,0,0.16512,-3343,48200,1.2802e+06,34326,-23.379,1.0551,-4.6344,2.8284
-0.72771,0.025488,-0.00052746,-0.99967,-0.438,0.3,0.37165,6,0,0,0,0.16577,-3321.9,-4508.1,1.2772e+06,32855,-23.317,0.086955,-4.729,2.8193
-0.72676,0.025488,-0.0005326,-0.99967,-0.43875,0.3,0.37163,6,0,0,0,0.16537,-3317.6,-22059,1.2786e+06,32525,-23.341,-0.23316,-4.8244,2.8171
-0.7282,0.025477,-0.00053434,-0.99968,-0.4395,0.3,0.37161,6,0,0,0,0.16459,-3324.2,-14040,1.282e+06,32858,-23.4,-0.082101,-4.9217,2.8171
-0.73103,0.025491,-0.0005285,-0.99967,-0.44025,0.3,0.37159,6,0,0,0,0.16397,-3337.1,-2116,1.2865e+06,33317,-23.479,0.14172,-5.041,2.8183
-0.73479,0.025492,-0.00051177,-0.99967,-0.44099,0.3,0.37157,6,0,0,0,0.16337,-3354.3,7785.7,1.2913e+06,33765,-23.563,0.32874,-5.174,2.82
-0.73922,0.025482,-0.00050532,-0.99968,-0.44174,0.3,0.37155,6,0,0,0,0.16274,-3374.5,16473,1.2959e+06,34153,-23.644,0.49398,-5.3205,2.8215
-0.74415,0.025485,-0.00051178,-0.99968,-0.44249,0.3,0.37153,6,0,0,0,0.16173,-3397,23533,1.2995e+06,34619,-23.707,0.63007,-5.4774,2.8223
-0.74936,0.025488,-0.00052357,-0.99967,-0.44324,0.3,0.37151,6,0,0,0,0.15978,-3420.8,27963,1.301e+06,34804,-23.731,0.71799,-5.6453,2.8216
-0.75449,0.025487,-0.00053948,-0.99968,-0.44399,0.3,0.37149,6,0,0,0,0.15588,-3444.2,28957,1.2982e+06,34628,-23.68,0.74365,-5.8271,2.8191
-0.75906,0.02549,-0.00053803,-0.99968,-0.44473,0.3,0.37147,6,0,0,0,0.14945,-3465,25128,1.2886e+06,34408,-23.507,0.67895,-5.951,2.8159
-0.76226,0.025492,-0.00051943,-0.99967,-0.44548,0.3,0.37145,6,0,0,0,0.14143,-3479.6,25292,1.2693e+06,34171,-23.152,0.68227,-5.9464,2.8113
-0.76385,0.02549,-0.00051513,-0.99968,-0.44623,0.3,0.37144,6,0,0,0,0.1337,-3486.9,62651,1.2457e+06,34946,-22.719,1.369,-5.8562,2.8046
-0.76758,0.025492,-0.00051913,-0.99967,-0.44698,0.3,0.37142,6,0,0,0,0.12909,-3503.9,1.2148e+05,1.2389e+06,36407,-22.592,2.452,-5.8127,2.8071
-0.7758,0.025487,-0.00052701,-0.99968,-0.44773,0.3,0.3714,6,0,0,0,0.12623,-3541.4,1.5899e+05,1.2524e+06,37616,-22.833,3.1429,-5.862,2.8214
-0.78661,0.025482,-0.00054522,-0.99968,-0.44848,0.3,0.37138,6,0,0,0,0.11919,-3590.8,1.5747e+05,1.2742e+06,38606,-23.228,3.1237,-6.1682,2.8396
-0.77751,0.031992,-0.00052411,-0.99949,-0.44922,0.3,0.37136,6,0,0,0,0.1029,-3549.2,3.5022e+05,1.317e+06,48671,-23.997,6.6708,-6.0757,2.9283
-0.72454,0.057955,-0.00025209,-0.99832,-0.44997,0.3,0.37133,6,0,0,0,0.089586,-3307.4,7.4218e+05,1.3519e+06,84530,-24.588,13.879,-5.2971,3.0904
-0.68812,0.077384,-4.5252e-06,-0.997,-0.45073,0.3,0.37127,6,0,0,0,0.090587,-3141.2,5.1184e+05,1.2955e+06,75627,-23.355,9.6504,-5.8007,2.9574
-0.68482,0.077386,-3.3179e-06,-0.997,-0.45147,0.3,0.37121,6,0,0,0,0.094878,-3126.1,1.4332e+05,1.2441e+06,45336,-22.264,2.8845,-6.7998,2.7519
-0.67695,0.077377,-9.5926e-07,-0.997,-0.45221,0.3,0.37116,6,0,0,0,0.0997,-3090.2,1.8129e+05,1.2599e+06,49667,-22.556,3.599,-7.023,2.7676
-0.66947,0.077381,1.0824e-05,-0.997,-0.45295,0.3,0.3711,6,0,0,0,0.11184,-3056.1,2.1532e+05,1.2737e+06,53563,-22.811,4.2491,-7.3591,2.8071
-0.65357,0.077381,2.9471e-06,-0.997,-0.45364,0.3,0.37105,6,0,0,0,0.12519,-2983.5,3.6395e+05,1.2687e+06,66260,-22.744,7.0096,-7.5173,2.896
-0.61947,0.077361,-9.3151e-06,-0.997,-0.45421,0.3,0.371,6,0,0,0,0.11361,-2827.8,5.75e+05,1.2292e+06,79932,-22.18,10.836,-5.9206,2.9355
-0.59582,0.23103,0.0015876,-0.97294,-0.47892,0.3,0.36733,7,0,0,0,0.54965,-2719.9,-3257.6,2.2532e+06,36128,-39.873,0.13391,-11.975,3.8619
-0.66048,0.22566,0.00078958,-0.97421,-0.47838,0.3,0.36745,7,0,0,0,0.29324,-3015,6.0981e+05,1.6355e+06,1.5356e+05,-28.945,11.674,-8.0133,3.3932
-0.5983,0.22029,-1.0117e-05,-0.97544,-0.47771,0.3,0.3676,7,0,0,0,0.16535,-2731.2,5.9709e+05,1.1995e+06,95826,-21.011,11.204,-5.8876,2.8959
